index,NAIC,Company Name,Ratio,Upheld Complaints,Question of Fact Complaints,Not Upheld Complaints,Total Complaints,Premiums Written (in Millions),Rank,Filing Year
1023,42447,National General Assurance Company,0.0,0,0,0,0,6.337,26,2010
1024,34479,AutoOne Select Insurance Company,0.0,0,1,5,6,6.326,27,2010
1025,23728,National General Insurance Company,0.0,0,1,3,4,6.16,28,2010
1026,26050,Response Worldwide Insurance Company,0.0,0,0,2,2,6.109,29,2010
1027,10881,Unitrin Advantage Insurance Company,0.0,0,1,4,5,5.946,30,2010
1028,19070,Standard Fire Insurance Company,0.0,0,0,2,2,5.856,31,2010
1029,20397,Vigilant Insurance Company,0.0,0,0,0,0,5.85,32,2010
1030,37877,Nationwide Property and Casualty Insurance Company,0.0,0,3,7,10,5.694,33,2010
1031,20230,Central Mutual Insurance Company,0.0,0,1,0,1,5.178,34,2010
1032,36170,Travelers Casualty Company of Connecticut,0.0,0,2,0,2,5.051,35,2010
1033,25976,Utica Mutual Insurance Company,0.0,0,1,7,8,4.919,36,2010
1034,21849,American Automobile Insurance Company,0.0,0,0,1,1,4.878,37,2010
1035,10111,American Bankers Insurance Company of Florida,0.0,0,0,3,3,4.677,38,2010
1036,12504,Ameriprise Insurance Company,0.0,0,0,1,1,4.599,39,2010
1037,40754,Blue Ridge Indemnity Company,0.0,0,0,0,0,4.211,40,2010
1038,39004,National Merit Insurance Company,0.0,0,1,3,4,3.867,41,2010
1039,10022,Countryway Insurance Company,0.0,0,1,2,3,3.697,42,2010
1040,23450,American Family Home Insurance Company,0.0,0,0,1,1,3.388,43,2010
1041,10645,Drivers Insurance Company,0.0,0,3,5,8,3.29,44,2010
1042,34690,Property and Casualty Insurance Company of Hartford,0.0,0,2,2,4,3.289,45,2010
1043,12873,Privilege Underwriters Reciprocal Exchange,0.0,0,0,0,0,2.806,46,2010
1044,25984,Graphic Arts Mutual Insurance Company,0.0,0,0,3,3,2.552,47,2010
1045,31488,Integon Preferred Insurance Company,0.0,0,0,0,0,2.211,48,2010
1046,20281,Federal Insurance Company,0.0,0,2,2,4,2.183,49,2010
1047,10687,Utica National Assurance Company,0.0,0,3,3,6,2.179,50,2010
1048,21881,National Surety Corporation,0.0,0,1,0,1,2.173,51,2010
1049,21873,Fireman's Fund Insurance Company,0.0,0,1,0,1,2.103,52,2010
1050,38601,MIC Property and Casualty Insurance Corporation,0.0,0,0,1,1,1.953,53,2010
1051,22225,21st Century Preferred Insurance Company,0.0,0,0,2,2,1.934,54,2010
1052,29742,Integon National Insurance Company,0.0,0,0,1,1,1.816,55,2010
1053,15210,Sterling Insurance Company,0.0,0,0,0,0,1.788,56,2010
1054,22004,Cim Insurance Corporation,0.0,0,0,0,0,1.684,57,2010
1055,13242,Titan Indemnity Company,0.0,0,1,2,3,1.633,58,2010
1056,20346,Pacific Indemnity Company,0.0,0,0,0,0,1.536,59,2010
1057,19615,American Reliable Insurance Company,0.0,0,0,0,0,1.288,60,2010
1058,10723,Nationwide Assurance Company,0.0,0,0,0,0,1.237,61,2010
1059,26182,Harleysville Worcester Insurance Company,0.0,0,0,0,0,1.187,62,2010
1060,23787,Nationwide Mutual Insurance Company,0.0081,1,13,24,38,123.174,63,2010
1061,14834,New York Central Mutual Fire Insurance Company,0.013,3,39,67,109,230.064,64,2010
1062,40169,Metropolitan Casualty Insurance Company,0.0139,2,14,21,37,144.39,65,2010
1063,35882,GEICO General Insurance Company,0.0156,20,180,238,438,1284.558,66,2010
1064,11105,A. Central Insurance Company,0.0169,1,13,37,51,59.201,67,2010
1065,25143,State Farm Fire and Casualty Company,0.0176,3,18,35,56,170.59,68,2010
1066,12130,New South Insurance Company,0.0198,2,8,17,27,101.145,69,2010
1067,38628,Progressive Northern Insurance Company,0.0225,4,12,23,39,178.138,70,2010
1068,19941,American Commerce Insurance Company,0.0226,1,8,14,23,44.313,71,2010
1069,25453,Nationwide Insurance Company of America,0.0226,2,6,13,21,88.474,72,2010
1070,22055,GEICO Indemnity Company,0.0227,14,132,166,312,618.005,73,2010
1071,11908,Mercury Casualty Company,0.0292,1,5,13,19,34.257,74,2010
1072,37478,Hartford Insurance Company of the Midwest,0.0299,1,1,9,11,33.443,75,2010
1073,24279,Progressive Max Insurance Company,0.0336,1,2,7,10,29.803,76,2010
1074,22063,Government Employees Insurance Company,0.0336,16,189,249,454,476.171,77,2010
1075,16063,Unitrin Auto and Home Insurance Company,0.0337,1,2,5,8,29.677,78,2010
1076,19976,Amica Mutual Insurance Company,0.0347,3,7,14,24,86.409,79,2010
1077,25178,State Farm Mutual Automobile Insurance Company,0.0361,37,177,212,426,1024.953,80,2010
1078,15024,Preferred Mutual Insurance Company,0.0362,2,9,12,23,55.206,81,2010
1079,32220,21st Century North America Insurance Company,0.0377,1,5,15,21,26.516,82,2010
1080,11851,Progressive Advanced Insurance Company,0.0386,2,9,20,31,51.753,83,2010
1081,34339,Metropolitan Group Property and Casualty Insurance Company,0.0399,3,5,13,21,75.119,84,2010
1082,24198,Peerless Insurance Company,0.0413,3,15,17,35,72.694,85,2010
1083,19062,"Automobile Insurance Company of Hartford, Connecticut",0.0416,1,2,3,6,24.032,86,2010
1084,25909,Unitrin Preferred Insurance Company,0.0421,1,0,3,4,23.751,87,2010
1085,25941,United Services Automobile Association,0.0423,4,8,20,32,94.451,88,2010
1086,42919,Progressive Northwestern Insurance Company,0.0427,2,2,11,15,46.858,89,2010
1087,28188,TravCo Insurance Company,0.0433,1,2,3,6,23.069,90,2010
1088,12583,Adirondack Insurance Exchange,0.0473,4,15,6,25,84.519,91,2010
1089,17230,Allstate Property and Casualty Insurance Company,0.0475,29,38,100,167,610.465,92,2010
1090,11000,"Sentinel Insurance Company, Ltd.",0.0478,3,3,10,16,62.721,93,2010
1091,12777,Chubb Indemnity Insurance Company,0.0479,1,1,2,4,20.86,94,2010
1092,32786,Progressive Specialty Insurance Company,0.0481,3,5,11,19,62.395,95,2010
1093,27998,Travelers Home and Marine Insurance Company,0.0504,9,17,21,47,178.498,96,2010
1094,40649,Economy Premier Assurance Company,0.0515,1,1,2,4,19.421,97,2010
1095,23035,Liberty Mutual Fire Insurance Company,0.0547,26,82,84,192,474.954,98,2010
1096,37834,Progressive Preferred Insurance Company,0.0548,5,11,25,41,91.241,99,2010
1097,16322,Progressive Direct Insurance Company,0.0555,5,17,26,48,90.082,100,2010
1098,25674,Travelers Property Casualty Company of America,0.0576,10,12,31,53,173.747,101,2010
1099,11037,Eveready Insurance Company,0.0598,1,10,24,35,16.712,102,2010
1100,23760,Nationwide General Insurance Company,0.0611,2,10,24,36,32.751,103,2010
1101,25968,USAA Casualty Insurance Company,0.0613,5,6,23,34,81.562,104,2010
1102,25275,State-Wide Insurance Company,0.0672,2,10,24,36,29.762,105,2010
1103,10212,Allmerica Financial Alliance Insurance Company,0.0797,4,7,12,23,50.212,106,2010
1104,38288,Hartford Insurance Company of Illinois,0.081,6,13,16,35,74.058,107,2010
1105,10071,Encompass Insurance Company of America,0.0826,2,4,9,15,24.226,108,2010
1106,42404,Liberty Insurance Corporation,0.0862,1,1,3,5,11.6,109,2010
1107,30104,Hartford Underwriters Insurance Company,0.0864,1,2,0,3,11.576,110,2010
1108,12901,Merchants Preferred Insurance Company,0.0873,2,3,3,8,22.917,111,2010
1109,37257,Praetorian Insurance Company,0.0878,4,18,35,57,45.538,112,2010
1110,29424,Hartford Casualty Insurance Company,0.0909,1,3,5,9,11.0,113,2010
1111,21261,Electric Insurance Company,0.091,1,3,3,7,10.99,114,2010
1112,26085,Warner Insurance Company,0.0912,1,2,5,8,10.97,115,2010
1113,34789,21st Century Centennial Insurance Company,0.097,1,0,8,9,10.312,116,2010
1114,31534,Citizens Insurance Company of America,0.0994,1,2,3,6,10.057,117,2010
1115,21709,Truck Insurance Exchange,0.1032,3,7,19,29,29.073,118,2010
1116,33855,Lincoln General Insurance Company,0.1188,2,15,32,49,16.837,119,2010
1117,23469,American Modern Home Insurance Company,0.1203,1,0,0,1,8.31,120,2010
1118,21253,Garrison Property and Casualty Insurance Company,0.1218,1,1,1,3,8.211,121,2010
1119,14788,NGM Insurance Company,0.1265,2,3,6,11,15.808,122,2010
1120,36137,Travelers Commercial Insurance Company,0.1278,2,1,4,7,15.648,123,2010
1121,19704,American States Insurance Company,0.1292,2,0,7,9,15.475,124,2010
1122,13803,Farm Family Casualty Insurance Company,0.1319,3,1,12,16,22.745,125,2010
1123,22306,Massachusetts Bay Insurance Company,0.1366,1,0,0,1,7.318,126,2010
1124,19682,Hartford Fire Insurance Company,0.1386,1,0,3,4,7.218,127,2010
1125,24260,Progressive Casualty Insurance Company,0.1388,7,25,71,103,50.422,128,2010
1126,15130,Encompass Indemnity Company,0.1392,4,4,8,16,28.741,129,2010
1127,19232,Allstate Insurance Company,0.1423,170,698,482,1350,1194.346,130,2010
1128,20796,21st Century Premier Insurance Company,0.1428,1,0,1,2,7.001,131,2010
1129,39217,QBE Insurance Corporation,0.1486,3,14,35,52,20.19,132,2010
1130,10226,Unitrin Direct Insurance Company,0.1519,1,7,9,17,6.582,133,2010
1131,25682,Travelers Indemnity Company of Connecticut,0.155,3,2,4,9,19.36,134,2010
1132,43974,21st Century Indemnity Insurance Company,0.1694,3,4,7,14,17.713,135,2010
1133,12360,Ocean Harbor Casualty Insurance Company,0.1773,1,15,24,40,5.641,136,2010
1134,10921,ACA Insurance Company,0.1833,2,0,1,3,10.912,137,2010
1135,43044,Response Insurance Company,0.1926,1,1,4,6,5.191,138,2010
1136,25712,Esurance Insurance Company,0.1998,11,6,45,62,55.049,139,2010
1137,25232,21st Century Advantage Insurance Company,0.2239,4,2,14,20,17.868,140,2010
1138,26298,Metropolitan Property and Casualty Insurance Company,0.2274,1,3,2,6,4.398,141,2010
1139,23779,Nationwide Mutual Fire Insurance Company,0.2369,5,7,15,27,21.11,142,2010
1140,34460,AutoOne Insurance Company,0.2474,11,20,41,72,44.459,143,2010
1141,14311,Interboro Insurance Company,0.2485,2,3,5,10,8.049,144,2010
1142,10806,Farmers New Century Insurance Company,0.2617,4,8,6,18,15.283,145,2010
1143,11215,SAFECO Insurance Company of Indiana,0.2678,2,1,4,7,7.469,146,2010
1144,24740,SAFECO Insurance Company of America,0.2719,1,3,11,15,3.677,147,2010
1145,23060,Tri-State Consumer Insurance Company,0.272,5,16,32,53,18.382,148,2010
1146,36587,21st Century National Insurance Company,0.285,3,7,8,18,10.526,149,2010
1147,29459,Twin City Fire Insurance Company,0.3453,1,0,0,1,2.896,150,2010
1148,41491,GEICO Casualty Company,0.3458,1,4,24,29,2.892,151,2010
1149,10839,Country-Wide Insurance Company,0.3643,32,245,400,677,87.843,152,2010
1150,36161,Travelers Property Casualty Insurance Company,0.3711,1,2,14,17,2.695,153,2010
1151,23841,New Hampshire Insurance Company,0.3867,1,1,6,8,2.586,154,2010
1152,25666,Travelers Indemnity Company of America,0.3909,1,0,1,2,2.558,155,2010
1153,25658,Travelers Indemnity Company,0.5906,5,9,15,29,8.467,156,2010
1154,22268,Infinity Insurance Company,0.6902,1,0,1,2,1.449,157,2010
1155,21164,Dairyland Insurance Company,0.7283,2,0,1,3,2.746,158,2010
1156,37648,Permanent General Assurance Corporation,0.8171,6,0,19,25,7.343,159,2010
1157,18058,Philadelphia Indemnity Insurance Company,0.8494,2,0,0,2,2.355,160,2010
1158,12963,21st Century Insurance Company,0.9431,1,4,19,24,1.06,161,2010
1159,10915,Unitrin Direct Property & Casualty Company,0.9908,2,2,0,4,2.019,162,2010
1160,19240,Allstate Indemnity Company,1.231,10,4,12,26,8.124,163,2010
1161,19380,American Home Assurance Company,1.3084,1,0,2,3,0.764,164,2010
1162,24813,Balboa Insurance Company,1.3248,1,0,1,2,0.755,165,2010
1163,27120,Trumbull Insurance Company,2.017,1,0,0,1,0.496,166,2010
1164,19399,AIU Insurance Company,2.1424,1,0,3,4,0.467,167,2010
1165,24821,Meritplan Insurance Company,2.7751,2,1,1,4,0.721,168,2010
1166,22292,Hanover Insurance Company,2.8907,6,2,2,10,2.076,169,2010
1167,37850,Pacific Specialty Insurance Company,3.4159,1,0,1,2,0.293,170,2010
1168,23817,Illinois National Insurance Co.,6.2547,1,1,0,2,0.16,171,2010
1169,25054,Hudson Insurance Company,6.8039,1,0,1,2,0.147,172,2010
1170,10243,National Continental Insurance Company,10.3004,1,3,4,8,0.097,173,2010
1171,19445,"National Union Fire Insurance Company of Pittsburgh, Pa.",25.7674,2,0,2,4,0.078,174,2010
1172,21792,Infinity Casualty Insurance Company,31.5686,1,0,0,1,0.032,175,2010
1173,19402,Chartis Property Casualty Company,33.7096,4,0,5,9,0.119,176,2010
1174,22187,Greater New York Mutual Insurance Company,74.5379,1,0,0,1,0.013,177,2010
1175,21970,OneBeacon Insurance Company,128.0041,2,0,1,3,0.016,178,2010
1176,20532,Clarendon National Insurance Company,280.4459,2,0,10,12,0.007,179,2010
1177,23787,Nationwide Mutual Insurance Company,0.0,0,17,38,55,140.474,1,2009
1178,12583,Adirondack Insurance Exchange,0.0,0,20,21,41,94.6,2,2009
1179,19976,Amica Mutual Insurance Company,0.0,0,4,7,11,85.452,3,2009
1180,25623,Phoenix Insurance Company,0.0,0,1,3,4,42.506,4,2009
1181,20303,Great Northern Insurance Company,0.0,0,3,5,8,40.097,5,2009
1182,28188,TravCo Insurance Company,0.0,0,2,2,4,28.076,6,2009
1183,12777,Chubb Indemnity Insurance Company,0.0,0,1,4,5,25.059,7,2009
1184,19410,Commerce and Industry Insurance Company,0.0,0,1,3,4,23.817,8,2009
1185,36587,21st Century National Insurance Company,0.0,0,8,32,40,22.727,9,2009
1186,40649,Economy Premier Assurance Company,0.0,0,2,3,5,21.35,10,2009
1187,19941,American Commerce Insurance Company,0.0,0,0,1,1,18.639,11,2009
1188,11851,Progressive Advanced Insurance Company,0.0,0,2,6,8,18.128,12,2009
1189,25615,Charter Oak Fire Insurance Company,0.0,0,0,2,2,16.533,13,2009
1190,12901,Merchants Preferred Insurance Company,0.0,0,1,1,2,14.46,14,2009
1191,12475,Republic-Franklin Insurance Company,0.0,0,2,2,4,13.669,15,2009
1192,31534,Citizens Insurance Company of America,0.0,0,1,3,4,12.418,16,2009
1193,42404,Liberty Insurance Corporation,0.0,0,2,9,11,12.303,17,2009
1194,18600,USAA General Indemnity Company,0.0,0,4,8,12,12.075,18,2009
1195,32220,21st Century North America Insurance Company,0.0,0,0,3,3,11.959,19,2009
1196,11185,"Foremost Insurance Company Grand Rapids, Michigan",0.0,0,1,3,4,10.948,20,2009
1197,37915,Essentia Insurance Company,0.0,0,0,0,0,10.019,21,2009
1198,36137,Travelers Commercial Insurance Company,0.0,0,0,2,2,9.968,22,2009
1199,22306,Massachusetts Bay Insurance Company,0.0,0,1,2,3,9.248,23,2009
1200,21865,Associated Indemnity Corporation,0.0,0,0,0,0,7.482,24,2009
1201,23728,National General Insurance Company,0.0,0,0,4,4,7.209,25,2009
1202,26050,Response Worldwide Insurance Company,0.0,0,3,4,7,7.133,26,2009
1203,11252,Encompass Home and Auto Insurance Company,0.0,0,3,5,8,6.712,27,2009
1204,20796,21st Century Premier Insurance Company,0.0,0,1,1,2,6.688,28,2009
1205,20397,Vigilant Insurance Company,0.0,0,0,0,0,6.675,29,2009
1206,24813,Balboa Insurance Company,0.0,0,0,0,0,6.539,30,2009
1207,36170,Travelers Casualty Company of Connecticut,0.0,0,1,1,2,6.288,31,2009
1208,37877,Nationwide Property and Casualty Insurance Company,0.0,0,3,5,8,5.704,32,2009
1209,18279,Bankers Standard Insurance Company,0.0,0,0,0,0,5.589,33,2009
1210,42447,National General Assurance Company,0.0,0,0,3,3,5.478,34,2009
1211,38601,MIC Property and Casualty Insurance Corporation,0.0,0,1,1,2,5.294,35,2009
1212,22004,Cim Insurance Corporation,0.0,0,0,1,1,5.202,36,2009
1213,21849,American Automobile Insurance Company,0.0,0,0,0,0,4.97,37,2009
1214,40754,Blue Ridge Indemnity Company,0.0,0,0,0,0,4.835,38,2009
1215,20230,Central Mutual Insurance Company,0.0,0,0,2,2,4.683,39,2009
1216,39004,National Merit Insurance Company,0.0,0,0,1,1,4.504,40,2009
1217,24740,SAFECO Insurance Company of America,0.0,0,3,5,8,4.435,41,2009
1218,10111,American Bankers Insurance Company of Florida,0.0,0,0,2,2,4.268,42,2009
1219,10022,Countryway Insurance Company,0.0,0,2,2,4,3.773,43,2009
1220,33235,Harleysville Insurance Company of New York,0.0,0,1,3,4,3.688,44,2009
1221,23450,American Family Home Insurance Company,0.0,0,1,1,2,3.557,45,2009
1222,29459,Twin City Fire Insurance Company,0.0,0,1,3,4,3.287,46,2009
1223,25666,Travelers Indemnity Company of America,0.0,0,3,3,6,3.207,47,2009
1224,25984,Graphic Arts Mutual Insurance Company,0.0,0,0,0,0,3.16,48,2009
1225,30104,Hartford Underwriters Insurance Company,0.0,0,0,1,1,2.786,49,2009
1226,10915,Unitrin Direct Property & Casualty Company,0.0,0,1,1,2,2.707,50,2009
1227,10687,Utica National Assurance Company,0.0,0,2,2,4,2.548,51,2009
1228,22225,21st Century Preferred Insurance Company,0.0,0,1,0,1,2.389,52,2009
1229,40231,Old Dominion Insurance Company,0.0,0,0,0,0,2.351,53,2009
1230,31488,Integon Preferred Insurance Company,0.0,0,0,0,0,2.309,54,2009
1231,21881,National Surety Corporation,0.0,0,0,0,0,2.251,55,2009
1232,18058,Philadelphia Indemnity Insurance Company,0.0,0,0,2,2,2.093,56,2009
1233,20346,Pacific Indemnity Company,0.0,0,0,0,0,1.836,57,2009
1234,15210,Sterling Insurance Company,0.0,0,0,3,3,1.774,58,2009
1235,23329,Merchants Mutual Insurance Company,0.0,0,7,4,11,1.771,59,2009
1236,10723,Nationwide Assurance Company,0.0,0,0,2,2,1.727,60,2009
1237,26182,Harleysville Worcester Insurance Company,0.0,0,0,0,0,1.422,61,2009
1238,19615,American Reliable Insurance Company,0.0,0,0,0,0,1.358,62,2009
1239,39950,Metropolitan General Insurance Company,0.0,0,1,0,1,1.166,63,2009
1240,10052,Chubb National Insurance Company,0.0,0,0,1,1,1.156,64,2009
1241,18376,Hermitage Insurance Company,0.0,0,1,2,3,1.151,65,2009
1242,38628,Progressive Northern Insurance Company,0.009,1,1,6,8,110.726,66,2009
1243,12130,New South Insurance Company,0.0119,1,8,26,35,84.383,67,2009
1244,35882,GEICO General Insurance Company,0.0122,15,211,222,448,1227.732,68,2009
1245,22063,Government Employees Insurance Company,0.0153,7,210,268,485,457.169,69,2009
1246,26263,Erie Insurance Company,0.0165,1,11,16,28,60.425,70,2009
1247,22055,GEICO Indemnity Company,0.0198,12,131,205,348,605.301,71,2009
1248,10914,Kemper Independence Insurance Company,0.0209,1,6,11,18,47.891,72,2009
1249,14834,New York Central Mutual Fire Insurance Company,0.022,5,44,103,152,227.552,73,2009
1250,15130,Encompass Indemnity Company,0.025,1,7,5,13,40.028,74,2009
1251,25674,Travelers Property Casualty Company of America,0.0284,6,24,51,81,210.945,75,2009
1252,10071,Encompass Insurance Company of America,0.0328,1,3,11,15,30.472,76,2009
1253,40169,Metropolitan Casualty Insurance Company,0.0337,5,10,31,46,148.53,77,2009
1254,16322,Progressive Direct Insurance Company,0.034,4,19,52,75,117.569,78,2009
1255,25909,Unitrin Preferred Insurance Company,0.0354,1,2,6,9,28.214,79,2009
1256,10212,Allmerica Financial Alliance Insurance Company,0.0373,2,5,8,15,53.64,80,2009
1257,42919,Progressive Northwestern Insurance Company,0.0401,2,2,12,16,49.883,81,2009
1258,25453,Nationwide Insurance Company of America,0.0406,3,3,10,16,73.873,82,2009
1259,34339,Metropolitan Group Property and Casualty Insurance Company,0.0413,3,5,21,29,72.689,83,2009
1260,25682,Travelers Indemnity Company of Connecticut,0.0426,1,2,1,4,23.468,84,2009
1261,32786,Progressive Specialty Insurance Company,0.0444,1,0,7,8,22.534,85,2009
1262,23035,Liberty Mutual Fire Insurance Company,0.0457,21,75,135,231,459.786,86,2009
1263,29068,IDS Property Casualty Insurance Company,0.0473,1,3,1,5,21.141,87,2009
1264,17230,Allstate Property and Casualty Insurance Company,0.051,25,14,55,94,490.044,88,2009
1265,25941,United Services Automobile Association,0.053,5,12,24,41,94.419,89,2009
1266,41483,Farmington Casualty Company,0.0544,1,8,9,18,18.38,90,2009
1267,29939,Main Street America Assurance Company,0.0546,2,2,1,5,36.622,91,2009
1268,16063,Unitrin Auto and Home Insurance Company,0.057,2,6,8,16,35.07,92,2009
1269,33588,First Liberty Insurance Corporation,0.0605,1,3,8,12,16.537,93,2009
1270,25178,State Farm Mutual Automobile Insurance Company,0.0623,60,298,252,610,962.945,94,2009
1271,37834,Progressive Preferred Insurance Company,0.0631,9,14,48,71,142.531,95,2009
1272,25143,State Farm Fire and Casualty Company,0.0675,10,18,50,78,148.124,96,2009
1273,23779,Nationwide Mutual Fire Insurance Company,0.0707,2,6,17,25,28.282,97,2009
1274,11000,"Sentinel Insurance Company, Ltd.",0.0719,5,8,15,28,69.495,98,2009
1275,25968,USAA Casualty Insurance Company,0.0732,6,8,18,32,81.938,99,2009
1276,43974,21st Century Indemnity Insurance Company,0.0779,2,8,27,37,25.673,100,2009
1277,11037,Eveready Insurance Company,0.0804,1,5,19,25,12.441,101,2009
1278,37257,Praetorian Insurance Company,0.081,2,16,19,37,24.694,102,2009
1279,21261,Electric Insurance Company,0.0861,1,0,11,12,11.613,103,2009
1280,22357,Hartford Accident and Indemnity Company,0.0866,1,6,8,15,11.548,104,2009
1281,38288,Hartford Insurance Company of Illinois,0.09,7,8,22,37,77.784,105,2009
1282,24279,Progressive Max Insurance Company,0.0911,1,3,2,6,10.977,106,2009
1283,15024,Preferred Mutual Insurance Company,0.0948,5,9,23,37,52.749,107,2009
1284,10072,Encompass Property and Casualty Company,0.1021,1,1,2,4,9.797,108,2009
1285,37478,Hartford Insurance Company of the Midwest,0.1045,4,1,12,17,38.287,109,2009
1286,11105,A. Central Insurance Company,0.1065,5,18,26,49,46.936,110,2009
1287,19682,Hartford Fire Insurance Company,0.1083,1,0,3,4,9.235,111,2009
1288,43478,Utica National Insurance Company of Texas,0.1215,1,0,1,2,8.231,112,2009
1289,25275,State-Wide Insurance Company,0.1224,4,13,24,41,32.667,113,2009
1290,27998,Travelers Home and Marine Insurance Company,0.1264,15,13,15,43,118.665,114,2009
1291,10921,ACA Insurance Company,0.1286,1,2,5,8,7.773,115,2009
1292,19070,Standard Fire Insurance Company,0.1356,1,2,2,5,7.377,116,2009
1293,19062,"Automobile Insurance Company of Hartford, Connecticut",0.1366,4,3,0,7,29.286,117,2009
1294,19429,Insurance Company of the State of Pennsylvania,0.1405,4,7,10,21,28.477,118,2009
1295,19232,Allstate Insurance Company,0.1418,180,318,525,1023,1269.438,119,2009
1296,19704,American States Insurance Company,0.1521,1,1,5,7,6.575,120,2009
1297,24260,Progressive Casualty Insurance Company,0.1523,2,16,52,70,13.133,121,2009
1298,20133,Response Worldwide Direct Auto Insurance Company,0.1539,1,1,3,5,6.497,122,2009
1299,24198,Peerless Insurance Company,0.1593,10,8,17,35,62.781,123,2009
1300,26085,Warner Insurance Company,0.16,2,3,9,14,12.503,124,2009
1301,43044,Response Insurance Company,0.16,1,4,5,10,6.251,125,2009
1302,11908,Mercury Casualty Company,0.1626,5,9,15,29,30.748,126,2009
1303,13803,Farm Family Casualty Insurance Company,0.1693,4,3,6,13,23.623,127,2009
1304,33855,Lincoln General Insurance Company,0.1746,8,29,83,120,45.809,128,2009
1305,14788,NGM Insurance Company,0.1757,3,5,8,16,17.076,129,2009
1306,26298,Metropolitan Property and Casualty Insurance Company,0.1916,1,1,2,4,5.22,130,2009
1307,10881,Unitrin Advantage Insurance Company,0.1982,1,0,7,8,5.045,131,2009
1308,34789,21st Century Centennial Insurance Company,0.1988,2,0,10,12,10.058,132,2009
1309,25712,Esurance Insurance Company,0.2033,12,20,56,88,59.012,133,2009
1310,21709,Truck Insurance Exchange,0.2078,6,5,9,20,28.879,134,2009
1311,25232,21st Century Advantage Insurance Company,0.2089,5,3,16,24,23.94,135,2009
1312,21253,Garrison Property and Casualty Insurance Company,0.2207,1,0,2,3,4.53,136,2009
1313,23469,American Modern Home Insurance Company,0.2315,2,2,5,9,8.64,137,2009
1314,23760,Nationwide General Insurance Company,0.2316,7,12,34,53,30.221,138,2009
1315,34690,Property and Casualty Insurance Company of Hartford,0.2521,1,0,1,2,3.967,139,2009
1316,14311,Interboro Insurance Company,0.2658,2,8,6,16,7.524,140,2009
1317,11215,SAFECO Insurance Company of Indiana,0.2781,3,0,4,7,10.787,141,2009
1318,34460,AutoOne Insurance Company,0.2788,14,21,63,98,50.214,142,2009
1319,10645,Drivers Insurance Company,0.2993,1,4,3,8,3.341,143,2009
1320,10806,Farmers New Century Insurance Company,0.3087,6,9,10,25,19.437,144,2009
1321,10839,Country-Wide Insurance Company,0.3111,24,107,227,358,77.15,145,2009
1322,21164,Dairyland Insurance Company,0.318,1,2,3,6,3.145,146,2009
1323,12360,Ocean Harbor Casualty Insurance Company,0.3209,2,3,14,19,6.233,147,2009
1324,19380,American Home Assurance Company,0.3449,1,0,3,4,2.899,148,2009
1325,21873,Fireman's Fund Insurance Company,0.3897,1,0,2,3,2.566,149,2009
1326,20281,Federal Insurance Company,0.3966,1,3,2,6,2.521,150,2009
1327,34479,AutoOne Select Insurance Company,0.4037,8,7,16,31,19.818,151,2009
1328,35637,Landmark Insurance Company,0.4429,1,0,0,1,2.258,152,2009
1329,39217,QBE Insurance Corporation,0.4792,7,4,23,34,14.608,153,2009
1330,25658,Travelers Indemnity Company,0.4865,5,12,32,49,10.277,154,2009
1331,29742,Integon National Insurance Company,0.4966,1,1,3,5,2.014,155,2009
1332,23060,Tri-State Consumer Insurance Company,0.4972,9,20,31,60,18.103,156,2009
1333,41491,GEICO Casualty Company,0.6248,1,0,28,29,1.6,157,2009
1334,10226,Unitrin Direct Insurance Company,0.772,8,9,16,33,10.362,158,2009
1335,23841,New Hampshire Insurance Company,0.832,7,1,5,13,8.414,159,2009
1336,29424,Hartford Casualty Insurance Company,0.9063,2,1,9,12,2.207,160,2009
1337,12963,21st Century Insurance Company,1.1588,2,2,15,19,1.726,161,2009
1338,24821,Meritplan Insurance Company,1.1592,1,0,2,3,0.863,162,2009
1339,19240,Allstate Indemnity Company,1.1722,12,9,22,43,10.237,163,2009
1340,31968,Merastar Insurance Company,1.2187,1,0,1,2,0.821,164,2009
1341,37648,Permanent General Assurance Corporation,1.2642,3,0,6,9,2.373,165,2009
1342,36161,Travelers Property Casualty Insurance Company,1.525,5,6,16,27,3.279,166,2009
1343,25976,Utica Mutual Insurance Company,1.6667,7,4,14,25,4.2,167,2009
1344,22292,Hanover Insurance Company,1.6956,4,3,14,21,2.359,168,2009
1345,24759,Safeco National Insurance Company,1.697,1,0,1,2,0.589,169,2009
1346,19399,AIU Insurance Company,1.7051,3,2,6,11,1.759,170,2009
1347,22268,Infinity Insurance Company,2.1129,5,0,7,12,2.366,171,2009
1348,12599,Infinity Standard Insurance Company,2.3089,2,0,2,4,0.866,172,2009
1349,27120,Trumbull Insurance Company,2.7234,1,1,3,5,0.367,173,2009
1350,19402,Chartis Property Casualty Company,3.3663,2,1,7,10,0.594,174,2009
1351,10243,National Continental Insurance Company,6.9407,1,3,3,7,0.144,175,2009
1352,25054,Hudson Insurance Company,8.9173,3,0,2,5,0.336,176,2009
1353,22667,ACE American Insurance Company,12.5881,1,0,3,4,0.079,177,2009
1354,23809,Granite State Insurance Company,14.2471,1,0,0,1,0.07,178,2009
1355,10982,Long Island Insurance Company,25.886,265,17,73,355,10.237,179,2009
1356,16535,Zurich American Insurance Company,36.5845,1,0,1,2,0.027,180,2009
1357,42889,Victoria Fire & Casualty Company,152.9403,1,1,1,3,0.007,181,2009
