Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120230923006189","2023-09-23 15:33:05","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Naif","10000","10000","Non Free Hold","30","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006192","2023-09-23 15:34:08","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","25","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923006193","2023-09-23 15:34:27","2023-09-22 00:00:00","2023-12-12 00:00:00","New","Al Warsan First","4725","21000","Free Hold","45","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120230923006202","2023-09-23 15:40:22","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Trade Center First","15000","15000","Free Hold","10","Virtual Unit","Office","","Commercial","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","","1","","LATIFA TOWER"
"0120230923006205","2023-09-23 15:41:25","2023-09-27 00:00:00","2024-09-26 00:00:00","New","Jabal Ali First","55000","55000","Free Hold","87","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120230923006210","2023-09-23 15:42:42","2023-09-01 00:00:00","2023-10-31 00:00:00","New","Al Barsha South Fifth","31666.67","190000.02","Free Hold","185.4","Unit","","","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","","TERHAB HOTEL & TOWERS AT JUMEIRAH VILLAGE TRIANGLE "
"0120230923006215","2023-09-23 15:44:26","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Abu Hail","20000","20000","Non Free Hold","23","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120230923006217","2023-09-23 15:44:50","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Jabal Ali Industrial First","48500","48500","Non Free Hold","55","Unit","Flat","","Residential","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","2","",""
"0120230923006217","2023-09-23 15:44:50","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Jabal Ali Industrial First","48500","48500","Non Free Hold","33.5","Unit","Flat","","Residential","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","2","",""
"0120230923006221","2023-09-23 15:47:38","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Abu Hail","20000","20000","Non Free Hold","23","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120230923006223","2023-09-23 15:47:43","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","20.58","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923006229","2023-09-23 15:49:30","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Muteena","23500","23500","Non Free Hold","25","Unit","Shop","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006230","2023-09-23 15:49:49","2023-03-15 00:00:00","2028-06-30 00:00:00","New","Al Barsha Second","3123223.92","624644.78","Non Free Hold","254","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230923006231","2023-09-23 15:50:04","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","20000","20000","Non Free Hold","20","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006238","2023-09-23 16:04:00","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Naif","10000","10000","Non Free Hold","25","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006243","2023-09-23 16:08:27","2023-09-25 00:00:00","2024-09-24 00:00:00","New","Al Thanyah First","58000","58000","Free Hold","57.86","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230923006246","2023-09-23 16:10:52","2023-09-16 00:00:00","2024-09-15 00:00:00","New","Al Hebiah Fourth","38525","38525","Free Hold","76.65","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Sports City Swimming Academy","","1","","ELITE 5 SPORTS RESIDENCE"
"0120230923006251","2023-09-23 16:12:22","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Business Bay","90000","90000","Free Hold","63.24","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","","PARAMOUNT TOWER HOTEL & RESIDENCES"
"0120230923006255","2023-09-23 16:12:49","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","25","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923006258","2023-09-23 16:15:34","2023-09-25 00:00:00","2024-09-24 00:00:00","New","Al Barshaa South Third","85000","85000","Free Hold","82.82","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","Q Gardens Boutique Residences"
"0120230923006262","2023-09-23 16:16:01","2023-09-28 00:00:00","2024-09-27 00:00:00","New","Jabal Ali First","36000","36000","Free Hold","44.23","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120230923006266","2023-09-23 16:17:39","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006267","2023-09-23 16:18:00","2023-09-23 00:00:00","2024-09-29 00:00:00","New","Al Qusais Industrial Third","43000","43000","Non Free Hold","65.5","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006269","2023-09-23 16:18:17","2023-09-25 00:00:00","2024-10-24 00:00:00","New","Warsan Fourth","74000","74000","Free Hold","127.8","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120230923006270","2023-09-23 16:18:58","2023-08-24 00:00:00","2024-08-25 00:00:00","New","Al Hebiah Fourth","43700","43466.31","Free Hold","94.2","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Sports City Swimming Academy","","1","","STADIUM POINT"
"0120230923006272","2023-09-23 16:19:12","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Nahda First","30000","30000","Non Free Hold","65.59","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006276","2023-09-23 16:20:14","2023-09-25 00:00:00","2024-09-24 00:00:00","New","Eyal Nasser","25000","25000","Non Free Hold","14.68","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006279","2023-09-23 16:22:15","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006282","2023-09-23 16:23:08","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","26","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923006283","2023-09-23 16:23:22","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Baraha","20000","20000","Non Free Hold","21","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006297","2023-09-23 16:28:52","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006302","2023-09-23 16:32:22","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","20.23","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923006306","2023-09-23 16:34:05","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Baraha","20000","20000","Non Free Hold","50","Unit","Shop","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006308","2023-09-23 16:34:51","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Abu Hail","20000","20000","Non Free Hold","24","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120230923006315","2023-09-23 16:36:02","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006319","2023-09-23 16:37:06","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Qusais First","53000","53000","Non Free Hold","60.41","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006320","2023-09-23 16:37:07","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006321","2023-09-23 16:37:39","2023-09-15 00:00:00","2024-09-14 00:00:00","New","Al Bada","40000","40000","Non Free Hold","30.5","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120230923006324","2023-09-23 16:38:17","2023-07-01 00:00:00","2024-06-30 00:00:00","New","Naif","32400","32400","Non Free Hold","97.46","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006329","2023-09-23 16:41:14","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006334","2023-09-23 16:43:23","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","28","Unit","Office","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006337","2023-09-23 16:48:11","2023-09-23 00:00:00","2026-09-22 00:00:00","New","Business Bay","20000","6666.67","Free Hold","86.77","Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","CHURCHILL TOWER"
"0120230923006341","2023-09-23 16:48:55","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Barshaa South Third","50000","50000","Non Free Hold","72.38","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","",""
"0120230923006343","2023-09-23 16:49:08","2023-09-23 00:00:00","2024-03-22 00:00:00","New","Al Thanyah Fifth","60000","120000","Free Hold","107.63","Unit","Flat","","Residential","Marina Mall Metro Station","Marina Mall","Burj Al Arab","","1","","NEW DUBAI GATE1"
"0120230923006346","2023-09-23 16:50:57","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","25","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923006347","2023-09-23 16:51:30","2023-09-27 00:00:00","2024-09-26 00:00:00","New","Al Thanyah Fifth","95000","95000","Free Hold","92.02","Unit","Flat","","Residential","Damac Properties","Marina Mall","Burj Al Arab","","1","",""
"0120230923006350","2023-09-23 16:53:48","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Abu Hail","20000","20000","Non Free Hold","20","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120230923006356","2023-09-23 16:56:31","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Warsan First","55000","55000","Free Hold","66","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006358","2023-09-23 16:56:47","2023-09-20 00:00:00","2024-09-19 00:00:00","New","Business Bay","95000","95000","Free Hold","87.49","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","LA RESIDENCE 3 AT THE LOTUS"
"0120230923006358","2023-09-23 16:56:47","2023-09-20 00:00:00","2024-09-19 00:00:00","New","Business Bay","95000","95000","Free Hold","87.49","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","LA RESIDENCE 4 AT THE LOTUS"
"0120230923006358","2023-09-23 16:56:47","2023-09-20 00:00:00","2024-09-19 00:00:00","New","Business Bay","95000","95000","Free Hold","87.49","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","DAMAC TOWERS BY PARAMOUNT"
"0120230923006361","2023-09-23 17:00:14","2023-12-19 00:00:00","2024-12-18 00:00:00","New","Al Barshaa South Third","55000","55000","Non Free Hold","106.29","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","",""
"0120230923006365","2023-09-23 17:05:13","2023-09-30 00:00:00","2024-09-29 00:00:00","New","Al Jadaf","74000","74000","Free Hold","153.79","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Downtown Dubai","","1","","Azizi Aliyah Residences"
"0120230923006367","2023-09-23 17:06:25","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Eyal Nasser","30000","30000","Non Free Hold","44","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006370","2023-09-23 17:08:41","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Port Saeed","21000","21000","Non Free Hold","20.58","Unit","Office","","Commercial","Deira City Centre","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006373","2023-09-23 17:10:24","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","20000","20000","Non Free Hold","28","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006378","2023-09-23 17:12:31","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Port Saeed","21000","21000","Non Free Hold","22.54","Unit","Office","","Commercial","Deira City Centre","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006381","2023-09-23 17:13:33","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","28","Unit","Office","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006386","2023-09-23 17:16:43","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Eyal Nasser","35000","35000","Non Free Hold","72","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006388","2023-09-23 17:17:59","2023-10-05 00:00:00","2024-10-04 00:00:00","New","Eyal Nasser","25000","25000","Non Free Hold","16.24","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006389","2023-09-23 17:18:10","2023-09-23 00:00:00","2024-09-27 00:00:00","New","Al Garhoud","65000","65000","Non Free Hold","86","Unit","Flat","","Residential","Terminal 3 ","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006392","2023-09-23 17:20:51","2023-09-25 00:00:00","2024-09-24 00:00:00","New","Al Hebiah Third","36000","36000","Free Hold","37.82","Unit","Flat","","Residential","","","Motor City","","1","","DAMAC HILLS - CARSON "
"0120230923006397","2023-09-23 17:23:18","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","20000","20000","Non Free Hold","28","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006398","2023-09-23 17:23:32","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Port Saeed","20000","20000","Non Free Hold","21.24","Unit","Office","","Commercial","Deira City Centre","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006405","2023-09-23 17:28:28","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Nahda Second","40000","40000","Non Free Hold","69.9","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006407","2023-09-23 17:29:43","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Hebiah Fourth","65000","65000","Free Hold","108.91","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","HUB CANAL 2 TOWER"
"0120230923006411","2023-09-23 17:31:56","2023-01-01 00:00:00","2026-12-31 00:00:00","New","Al Aweer First","40000","10000","Non Free Hold","75","Unit","Studio ","","Residential","","","","","1","",""
"0120230923006416","2023-09-23 17:32:57","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Hebiah Fourth","32000","32000","Free Hold","31.45","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Sports City Swimming Academy","","1","","Hera Tower"
"0120230923006424","2023-09-23 17:46:34","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","15000","15000","Non Free Hold","21.31","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006428","2023-09-23 17:47:42","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Jabal Ali First","60000","60000","Free Hold","66.57","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","","Maria Tower"
"0120230923006436","2023-09-23 17:53:57","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006440","2023-09-23 17:54:57","2023-10-05 00:00:00","2024-10-04 00:00:00","New","Al Warqa First","38000","38000","Non Free Hold","48.5","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006442","2023-09-23 17:55:12","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Naif","10000","10000","Non Free Hold","30","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006450","2023-09-23 17:57:47","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Baraha","21000","21000","Non Free Hold","22","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006459","2023-09-23 17:59:50","2023-09-25 00:00:00","2024-09-24 00:00:00","New","Al Nahda Second","68000","68000","Non Free Hold","122","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006463","2023-09-23 18:02:05","2023-09-26 00:00:00","2024-10-25 00:00:00","New","Mankhool","48000","48000","Non Free Hold","0","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120230923006464","2023-09-23 18:02:32","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Warsan First","100000","100000","Free Hold","215.91","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120230923006472","2023-09-23 18:06:43","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Naif","28000","28000","Non Free Hold","350","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006474","2023-09-23 18:07:52","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006476","2023-09-23 18:08:47","2023-09-24 00:00:00","2024-09-30 00:00:00","New","Al Baraha","23000","22561.31","Non Free Hold","32.52","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006479","2023-09-23 18:09:41","2023-09-20 00:00:00","2024-10-19 00:00:00","New","Al Barsha South Fifth","34500","31846.15","Free Hold","42.53","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","","AL JAWHARA TOWER "
"0120230923006481","2023-09-23 18:11:45","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Warsan First","23000","23000","Free Hold","44.5","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120230923006483","2023-09-23 18:12:34","2023-08-15 00:00:00","2024-08-14 00:00:00","New","Wadi Al Safa 6","282000","282000","Free Hold","715.91","Villa","Villa","5","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","1","",""
"0120230923006485","2023-09-23 18:13:27","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Baraha","20000","20000","Non Free Hold","22","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006489","2023-09-23 18:22:00","2023-10-05 00:00:00","2024-10-04 00:00:00","New","Madinat Al Mataar","37000","37000","Free Hold","60.95","Unit","Flat","","Residential","","","Expo 2020 Site","","1","","MAG 5"
"0120230923006489","2023-09-23 18:22:00","2023-10-05 00:00:00","2024-10-04 00:00:00","New","Madinat Al Mataar","37000","37000","Free Hold","60.95","Unit","Flat","","Residential","","","Expo 2020 Site","","1","","MAG 5 BOULEVARD"
"0120230923006491","2023-09-23 18:23:41","2018-07-18 00:00:00","2019-07-17 00:00:00","New","Al Murqabat","94000","94000","Non Free Hold","1","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006491","2023-09-23 18:26:10","2020-07-18 00:00:00","2021-07-17 00:00:00","Renewed","Al Murqabat","80000","80000","Non Free Hold","1","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006491","2023-09-23 18:27:26","2021-07-18 00:00:00","2022-07-17 00:00:00","Renewed","Al Murqabat","73000","73000","Non Free Hold","1","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006491","2023-09-23 18:28:30","2022-07-18 00:00:00","2023-07-17 00:00:00","Renewed","Al Murqabat","72000","72000","Non Free Hold","1","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006491","2023-09-23 18:29:48","2023-07-18 00:00:00","2024-07-17 00:00:00","Renewed","Al Murqabat","75000","75000","Non Free Hold","1","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006491","2023-09-23 18:24:49","2019-07-18 00:00:00","2020-07-17 00:00:00","Renewed","Al Murqabat","89000","89000","Non Free Hold","1","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006493","2023-09-23 18:24:45","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Suq Al Kabeer","65000","65000","Non Free Hold","105","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006498","2023-09-23 18:27:39","2023-08-17 00:00:00","2024-08-16 00:00:00","New","Al Barsha South Fourth","78000","78000","Free Hold","70.03","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","Bloom Towers"
"0120230923006502","2023-09-23 18:27:54","2023-09-25 00:00:00","2024-09-24 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","17","Unit","Flat","","Residential","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006509","2023-09-23 18:44:15","2022-12-01 00:00:00","2023-11-30 00:00:00","Renewed","Al Murqabat","72000","72000","Non Free Hold","1","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006509","2023-09-23 18:39:15","2018-12-01 00:00:00","2019-11-30 00:00:00","New","Al Murqabat","93000","93000","Non Free Hold","1","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006509","2023-09-23 18:40:19","2019-12-01 00:00:00","2020-11-30 00:00:00","Renewed","Al Murqabat","88000","88000","Non Free Hold","1","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006509","2023-09-23 18:41:28","2020-12-01 00:00:00","2021-11-30 00:00:00","Renewed","Al Murqabat","75000","75000","Non Free Hold","1","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006509","2023-09-23 18:42:51","2021-12-01 00:00:00","2022-11-30 00:00:00","Renewed","Al Murqabat","72000","72000","Non Free Hold","1","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006519","2023-09-23 18:54:42","2023-09-25 00:00:00","2024-09-24 00:00:00","New","Hadaeq Sheikh Mohammed Bin Rashid","85000","85000","Free Hold","44.59","Unit","Flat","","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","","1","","Collective 2.0"
"0120230923006527","2023-09-23 19:02:43","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Jabal Ali Industrial First","12000","12000","Free Hold","18.5","Unit","Flat","","Residential","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"0120230923006534","2023-09-23 19:13:35","2023-10-10 00:00:00","2024-10-09 00:00:00","New","Business Bay","65000","65000","Free Hold","46.33","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","MAJESTINE"
"0120230923006538","2023-09-23 19:15:48","2023-09-10 00:00:00","2024-09-09 00:00:00","New","Al Thanayah Fourth","200000","200000","Free Hold","410.48","Villa","Villa","3","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","",""
"0120230923006541","2023-09-23 19:26:48","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Abu Hail","20000","20000","Non Free Hold","24","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120230923006545","2023-09-23 19:35:07","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Nahda Second","50000","50000","Non Free Hold","92","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006549","2023-09-23 19:46:12","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","20000","20000","Non Free Hold","21.52","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006552","2023-09-23 19:49:20","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","20000","20000","Non Free Hold","21.31","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006564","2023-09-23 20:01:14","2023-07-01 00:00:00","2024-06-30 00:00:00","New","Naif","24000","24000","Non Free Hold","50","Unit","Office","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006634","2023-09-23 20:06:40","2023-09-01 00:00:00","2024-08-31 00:00:00","New","Jumeirah First","200000","200000","Non Free Hold","734","Villa","Complex Villas","","Residential","Financial Centre","Dubai Mall","Burj Khalifa","2","1","",""
