,Created Date,Closed Date,Location Type,Incident Zip,City,Borough,Latitude,Longitude
169778,2016-09-20 17:07:54,2016-09-20 17:28:29,Residential Building/House,11205.0,BROOKLYN,BROOKLYN,40.69486451742089,-73.9792140115764
139838,2016-08-14 01:43:44,2016-08-14 04:56:46,Residential Building/House,11434.0,JAMAICA,QUEENS,40.66280553503807,-73.76737630887058
125882,2016-07-24 00:10:15,2016-07-24 04:35:40,Residential Building/House,11429.0,QUEENS VILLAGE,QUEENS,40.706085946851076,-73.73351616186443
115813,2016-07-10 00:59:40,2016-07-10 04:43:39,Residential Building/House,11225.0,BROOKLYN,BROOKLYN,40.65667163604198,-73.96071159936551
211633,2016-12-03 22:07:15,2016-12-04 03:13:24,Residential Building/House,10451.0,BRONX,BRONX,40.823870369614994,-73.92612159777369
90401,2016-06-12 20:04:49,2016-06-12 21:44:43,Street/Sidewalk,10029.0,NEW YORK,MANHATTAN,40.793540695173185,-73.93942759306128
213265,2016-12-06 22:52:57,2016-12-06 23:16:31,Club/Bar/Restaurant,10002.0,NEW YORK,MANHATTAN,40.715319935269385,-73.98988518419695
172688,2016-09-24 19:52:31,2016-09-25 03:20:09,Residential Building/House,11412.0,SAINT ALBANS,QUEENS,40.69293757361034,-73.76058910833468
167815,2016-09-18 00:49:08,2016-09-18 08:37:23,Residential Building/House,11104.0,SUNNYSIDE,QUEENS,40.748874280175656,-73.91944131532908
202438,2016-11-13 22:03:31,2016-11-13 23:13:07,Store/Commercial,11366.0,FRESH MEADOWS,QUEENS,40.72578994372633,-73.79174401191865
200514,2016-11-11 16:08:36,2016-11-11 19:00:39,Street/Sidewalk,11221.0,BROOKLYN,BROOKLYN,40.69036047052121,-73.93052452730886
207040,2016-11-24 20:41:49,2016-11-25 08:21:30,Residential Building/House,10451.0,BRONX,BRONX,40.8182891296813,-73.92016295566027
2322,2016-01-02 23:55:58,2016-01-03 00:22:16,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.857175780096576,-73.9323999650772
126208,2016-07-24 01:21:30,2016-07-24 05:55:09,Residential Building/House,10462.0,BRONX,BRONX,40.83703141193654,-73.85205490231711
147525,2016-08-27 05:39:04,2016-08-28 08:02:33,Street/Sidewalk,10456.0,BRONX,BRONX,40.8346469681713,-73.9153731735381
44423,2016-04-15 19:53:13,2016-04-15 21:25:32,Street/Sidewalk,10468.0,BRONX,BRONX,40.86168522591544,-73.90839031128046
219348,2016-12-18 22:33:07,2016-12-19 01:04:17,Residential Building/House,10452.0,BRONX,BRONX,40.84122947033232,-73.9126108481007
203522,2016-11-17 23:31:21,2016-11-18 07:29:25,Store/Commercial,11206.0,BROOKLYN,BROOKLYN,40.70546434312857,-73.94462920662806
186086,2016-10-15 17:38:57,2016-10-15 20:48:48,Residential Building/House,10003.0,NEW YORK,MANHATTAN,40.72859611594856,-73.98767146528662
72982,2016-05-25 02:01:47,2016-05-25 08:03:56,Residential Building/House,10025.0,NEW YORK,MANHATTAN,40.8002850166469,-73.95937712532846
7409,2016-01-17 00:41:25,2016-01-17 04:40:42,Residential Building/House,11210.0,BROOKLYN,BROOKLYN,40.63813804302246,-73.94529399786346
174675,2016-09-25 16:21:14,2016-09-25 16:56:41,Street/Sidewalk,10007.0,NEW YORK,MANHATTAN,40.712745636655725,-74.00600949796177
209792,2016-11-28 21:06:08,2016-11-29 11:04:15,Street/Sidewalk,11355.0,FLUSHING,QUEENS,40.7535495985826,-73.82237648871299
83822,2016-06-05 00:28:24,2016-06-05 02:16:51,Residential Building/House,11216.0,BROOKLYN,BROOKLYN,40.68784511434401,-73.95604536195697
20946,2016-02-22 05:03:35,2016-02-22 06:18:46,Residential Building/House,11372.0,JACKSON HEIGHTS,QUEENS,40.75437493539446,-73.87377216339934
67210,2016-05-18 22:34:20,2016-05-19 00:18:44,Club/Bar/Restaurant,10030.0,NEW YORK,MANHATTAN,40.82043292062287,-73.94368810873969
22720,2016-02-27 23:44:39,2016-02-28 05:25:57,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.69498528069128,-73.91783315942422
7017,2016-01-16 19:46:25,2016-01-16 22:17:11,Residential Building/House,10469.0,BRONX,BRONX,40.8630929138573,-73.86129547979084
9221,2016-01-23 00:04:08,2016-01-23 07:41:36,Residential Building/House,11374.0,REGO PARK,QUEENS,40.727377894703814,-73.85760922765957
33481,2016-03-23 00:29:31,2016-03-23 04:50:46,Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.86385195691805,-73.92523119238145
51553,2016-04-24 17:44:22,2016-04-24 19:16:23,Store/Commercial,11221.0,BROOKLYN,BROOKLYN,40.68970483200626,-73.91852118096371
10563,2016-01-27 22:51:54,2016-01-28 00:10:45,Residential Building/House,10002.0,NEW YORK,MANHATTAN,40.719736271386,-73.9900829275514
115590,2016-07-09 23:51:42,2016-07-10 02:25:44,Residential Building/House,11208.0,BROOKLYN,BROOKLYN,40.68301187119585,-73.87197107396048
119234,2016-07-15 22:40:53,2016-07-16 01:06:13,Residential Building/House,11432.0,JAMAICA,QUEENS,40.7110748593696,-73.78703227229157
51842,2016-04-24 22:26:16,2016-04-25 01:35:29,Store/Commercial,10027.0,NEW YORK,MANHATTAN,40.81418807558823,-73.94824893229921
91585,2016-06-14 22:47:56,2016-06-15 04:00:50,Street/Sidewalk,11226.0,BROOKLYN,BROOKLYN,40.649650553387815,-73.96091754278237
217241,2016-12-16 03:14:33,2016-12-16 04:05:44,Residential Building/House,10457.0,BRONX,BRONX,40.855418574340405,-73.89798446924384
48627,2016-04-21 23:15:52,2016-04-22 03:37:32,Store/Commercial,10009.0,NEW YORK,MANHATTAN,40.72752773180565,-73.98247261877687
62971,2016-05-13 03:12:08,2016-05-13 03:45:17,Store/Commercial,11106.0,ASTORIA,QUEENS,40.76125401882301,-73.92488070486715
440,2015-12-31 22:44:25,2015-12-31 23:19:36,Residential Building/House,11363.0,LITTLE NECK,QUEENS,40.77404785263249,-73.73898847190421
98836,2016-06-21 19:36:19,2016-06-21 22:05:37,Street/Sidewalk,10035.0,NEW YORK,MANHATTAN,40.79642533198645,-73.93428194062557
58807,2016-05-07 19:10:35,2016-05-07 21:02:48,Residential Building/House,10011.0,NEW YORK,MANHATTAN,40.739638920494706,-74.0001407353063
174575,2016-09-25 13:25:08,2016-09-25 13:58:46,Street/Sidewalk,10007.0,NEW YORK,MANHATTAN,40.71724646371832,-74.01303348283834
209807,2016-11-28 22:17:44,2016-11-29 00:12:44,Residential Building/House,10472.0,BRONX,BRONX,40.82908836720048,-73.8500562562873
210204,2016-11-30 23:03:06,2016-11-30 23:19:32,Residential Building/House,10031.0,NEW YORK,MANHATTAN,40.82014894488679,-73.9531181850767
170902,2016-09-21 21:21:59,2016-09-21 22:20:03,Residential Building/House,10467.0,BRONX,BRONX,40.882629960355786,-73.88394739515994
126873,2016-07-24 19:57:17,2016-07-24 20:11:04,Street/Sidewalk,10456.0,BRONX,BRONX,40.83631893798022,-73.91228843849261
105420,2016-06-29 00:41:17,2016-06-29 02:43:52,Residential Building/House,11214.0,BROOKLYN,BROOKLYN,40.60345959596512,-74.00301783673248
61064,2016-05-09 02:06:03,2016-05-09 03:51:09,Residential Building/House,10454.0,BRONX,BRONX,40.81163356636552,-73.92482023019406
118765,2016-07-14 23:04:36,2016-07-14 23:49:29,Club/Bar/Restaurant,10014.0,NEW YORK,MANHATTAN,40.731280952009776,-74.00669671709194
106114,2016-06-30 21:03:17,2016-07-01 00:55:30,Store/Commercial,11211.0,BROOKLYN,BROOKLYN,40.71802950222907,-73.95657378478377
29004,2016-03-12 23:50:35,2016-03-13 00:03:32,Store/Commercial,11234.0,BROOKLYN,BROOKLYN,40.61901244591224,-73.9258764660489
59863,2016-05-08 01:21:08,2016-05-08 05:13:57,Residential Building/House,11369.0,EAST ELMHURST,QUEENS,40.76052117699725,-73.86711860697544
157623,2016-09-05 02:18:14,2016-09-05 04:32:32,Store/Commercial,10034.0,NEW YORK,MANHATTAN,40.86618344001468,-73.91893042945345
68679,2016-05-20 23:26:20,2016-05-21 00:40:53,Residential Building/House,10011.0,NEW YORK,MANHATTAN,40.73916956208706,-74.00116917738521
223440,2016-12-28 00:09:30,2016-12-28 01:02:26,Street/Sidewalk,10001.0,NEW YORK,MANHATTAN,40.74817783023725,-74.00133896130791
11289,2016-01-30 00:28:09,2016-01-30 01:17:04,Residential Building/House,11206.0,BROOKLYN,BROOKLYN,40.7076539370528,-73.93293753193998
130558,2016-07-31 14:08:26,2016-07-31 16:11:18,Street/Sidewalk,11201.0,BROOKLYN,BROOKLYN,40.698275081608436,-73.99149620616542
178732,2016-10-02 14:48:11,2016-10-02 18:04:52,Residential Building/House,11421.0,WOODHAVEN,QUEENS,40.696317775087145,-73.85732575623939
200696,2016-11-11 22:55:51,2016-11-12 08:52:40,Residential Building/House,10469.0,BRONX,BRONX,40.87273646044322,-73.84110990197395
18726,2016-02-17 23:18:13,2016-02-18 01:34:52,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.698569278277716,-73.92488642027429
187952,2016-10-17 00:25:05,2016-10-17 03:08:21,Store/Commercial,10465.0,BRONX,BRONX,40.81882497609296,-73.8171152999298
15965,2016-02-09 23:25:17,2016-02-10 02:36:51,Store/Commercial,10036.0,NEW YORK,MANHATTAN,40.75993601999656,-73.9915460890588
90850,2016-06-13 00:28:55,2016-06-13 03:15:08,Residential Building/House,10025.0,NEW YORK,MANHATTAN,40.80153487162458,-73.96233455242161
191544,2016-10-23 23:21:35,2016-10-24 00:42:24,Street/Sidewalk,11368.0,CORONA,QUEENS,40.76086088081436,-73.85739686759555
105517,2016-06-29 18:03:36,2016-06-29 19:54:15,Store/Commercial,11211.0,BROOKLYN,BROOKLYN,40.711011497957074,-73.95063394136773
189834,2016-10-22 01:03:22,2016-10-22 02:59:03,Residential Building/House,11106.0,ASTORIA,QUEENS,40.75670967049261,-73.92635129633365
118814,2016-07-14 23:59:45,2016-07-15 08:14:51,Residential Building/House,10457.0,BRONX,BRONX,40.849631618284675,-73.89984038845037
42650,2016-04-10 05:28:20,2016-04-10 05:56:34,Residential Building/House,10001.0,NEW YORK,MANHATTAN,40.74720616047067,-73.99709835797755
36315,2016-03-27 15:18:47,2016-03-27 21:41:37,Street/Sidewalk,11237.0,BROOKLYN,BROOKLYN,40.70110378324054,-73.9223842510617
223404,2016-12-27 23:26:55,2016-12-28 01:31:59,Club/Bar/Restaurant,10019.0,NEW YORK,MANHATTAN,40.762260503230756,-73.98800455742398
219906,2016-12-20 22:19:44,2016-12-21 02:52:42,Residential Building/House,11694.0,ROCKAWAY PARK,QUEENS,40.57126703695525,-73.8611455698578
18792,2016-02-18 01:27:42,2016-02-18 03:18:48,Store/Commercial,10034.0,NEW YORK,MANHATTAN,40.86597800798226,-73.9195308453907
107074,2016-07-02 04:12:57,2016-07-02 04:53:27,Club/Bar/Restaurant,10010.0,NEW YORK,MANHATTAN,40.740936919092704,-73.99212949530241
87214,2016-06-10 22:43:40,2016-06-10 23:51:16,Residential Building/House,10301.0,STATEN ISLAND,STATEN ISLAND,40.63384932033416,-74.07636298960962
90058,2016-06-12 12:15:07,2016-06-12 17:44:15,Residential Building/House,11373.0,ELMHURST,QUEENS,40.74819711259557,-73.87183858294198
127211,2016-07-24 23:07:57,2016-07-25 17:46:28,Street/Sidewalk,10452.0,BRONX,BRONX,40.84133062706953,-73.91576583802922
193308,2016-10-29 02:40:53,2016-10-29 07:33:47,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.69120121387147,-73.9192044881363
156811,2016-09-04 22:40:31,2016-09-04 23:11:15,Residential Building/House,11230.0,BROOKLYN,BROOKLYN,40.634481860867204,-73.95805850864299
219028,2016-12-18 04:24:31,2016-12-18 10:09:35,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.86150775824329,-73.92922502137084
189637,2016-10-21 23:12:41,2016-10-22 01:48:35,Residential Building/House,10465.0,BRONX,BRONX,40.82287006360793,-73.82197105362941
213990,2016-12-09 20:03:14,2016-12-09 22:05:48,Club/Bar/Restaurant,11420.0,SOUTH OZONE PARK,QUEENS,40.677938718768814,-73.82009023977501
145363,2016-08-22 22:49:10,2016-08-22 23:27:16,Residential Building/House,11234.0,BROOKLYN,BROOKLYN,40.62037380647914,-73.91397344660962
28799,2016-03-12 22:30:43,2016-03-12 23:11:42,Residential Building/House,11225.0,BROOKLYN,BROOKLYN,40.66747895725049,-73.95622459889509
166238,2016-09-17 13:39:19,2016-09-17 14:37:46,Residential Building/House,10457.0,BRONX,BRONX,40.847189619812454,-73.90735485983654
32539,2016-03-20 02:09:00,2016-03-20 07:47:08,Residential Building/House,11222.0,BROOKLYN,BROOKLYN,40.72521195689811,-73.9485092414619
115059,2016-07-09 20:14:00,2016-07-10 04:30:42,Residential Building/House,10466.0,BRONX,BRONX,40.890689202183296,-73.86223975250938
139981,2016-08-14 02:56:42,2016-08-14 06:47:38,Residential Building/House,10468.0,BRONX,BRONX,40.86331649424643,-73.89649007626478
139468,2016-08-13 23:48:14,2016-08-14 04:33:14,Street/Sidewalk,10472.0,BRONX,BRONX,40.83054078724149,-73.86604286404084
129627,2016-07-30 22:36:13,2016-07-30 23:11:44,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.86177135331723,-73.92939465645878
91422,2016-06-14 20:22:11,2016-06-14 21:36:19,Residential Building/House,11206.0,BROOKLYN,BROOKLYN,40.693000206140425,-73.95031551815434
56648,2016-05-03 03:43:35,2016-05-03 03:55:45,Residential Building/House,10039.0,NEW YORK,MANHATTAN,40.830362260625506,-73.93640207830494
134759,2016-08-06 23:29:05,2016-08-07 03:34:01,Residential Building/House,11435.0,JAMAICA,QUEENS,40.69141286791281,-73.80333648618729
223309,2016-12-27 21:05:29,2016-12-28 00:51:26,Street/Sidewalk,11430.0,JAMAICA,QUEENS,40.660641532724384,-73.80845885391061
173778,2016-09-25 00:28:21,2016-09-25 00:49:29,Residential Building/House,11357.0,WHITESTONE,QUEENS,40.791025879400685,-73.81682330284053
38902,2016-04-02 21:52:22,2016-04-03 00:28:46,Residential Building/House,11208.0,BROOKLYN,BROOKLYN,40.67050630281525,-73.87412915674811
125971,2016-07-24 00:28:16,2016-07-24 05:02:38,Street/Sidewalk,10453.0,BRONX,BRONX,40.85420847670238,-73.90816203150834
195371,2016-10-30 09:26:24,2016-10-31 08:09:18,Street/Sidewalk,10458.0,BRONX,BRONX,40.853909123257495,-73.88362879866574
8440,2016-01-19 22:57:40,2016-01-20 09:15:18,Residential Building/House,11235.0,BROOKLYN,BROOKLYN,40.58429811390181,-73.95628992267919
193046,2016-10-29 00:23:10,2016-10-29 05:12:17,Club/Bar/Restaurant,10013.0,NEW YORK,MANHATTAN,40.72679882391691,-74.00561028808686
69665,2016-05-21 18:35:44,2016-05-21 20:41:03,Residential Building/House,11691.0,FAR ROCKAWAY,QUEENS,40.60717194378518,-73.76235165864857
221034,2016-12-24 00:43:26,2016-12-24 01:38:04,Residential Building/House,10031.0,NEW YORK,MANHATTAN,40.824741633722454,-73.94850448913353
221524,2016-12-24 22:18:27,2016-12-24 23:02:09,Store/Commercial,10004.0,NEW YORK,MANHATTAN,40.704623553994615,-74.01056763730845
116133,2016-07-10 04:06:51,2016-07-10 08:19:04,Residential Building/House,10025.0,NEW YORK,MANHATTAN,40.79570879294333,-73.96545830336234
194886,2016-10-30 01:48:23,2016-10-30 05:18:09,Residential Building/House,10039.0,NEW YORK,MANHATTAN,40.8295007677929,-73.93703525936526
41867,2016-04-09 17:58:24,2016-04-09 23:17:19,Residential Building/House,11224.0,BROOKLYN,BROOKLYN,40.57867409369935,-74.00029879176164
126677,2016-07-24 14:19:32,2016-07-24 18:17:52,Park/Playground,11213.0,BROOKLYN,BROOKLYN,40.679368137849174,-73.93132554791337
100933,2016-06-25 00:37:36,2016-06-25 03:48:37,Residential Building/House,11421.0,BROOKLYN,BROOKLYN,40.68682972322479,-73.86701666324848
33485,2016-03-23 00:41:36,2016-03-23 04:37:03,Residential Building/House,10460.0,BRONX,BRONX,40.84971553715757,-73.88395060319701
19133,2016-02-19 17:56:25,2016-02-19 21:14:23,Residential Building/House,10039.0,NEW YORK,MANHATTAN,40.830362260625506,-73.93640207830494
212626,2016-12-04 20:49:49,2016-12-04 23:29:09,Residential Building/House,10027.0,NEW YORK,MANHATTAN,40.80929274962784,-73.94503772510882
103776,2016-06-26 12:22:56,2016-06-26 14:51:17,Residential Building/House,11216.0,BROOKLYN,BROOKLYN,40.67507850110179,-73.94785937247916
202886,2016-11-15 18:10:38,2016-11-15 20:06:13,Residential Building/House,11370.0,EAST ELMHURST,QUEENS,40.771944457291546,-73.8902526086194
221745,2016-12-25 00:13:59,2016-12-25 01:44:14,Residential Building/House,10032.0,NEW YORK,MANHATTAN,40.833144148051844,-73.94461690446546
27,2015-12-31 00:33:25,2015-12-31 01:13:26,Residential Building/House,11238.0,BROOKLYN,BROOKLYN,40.67900614917824,-73.97080414491474
76317,2016-05-28 22:32:12,2016-05-28 22:42:14,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.692488323834034,-73.94158566127362
93193,2016-06-17 22:47:10,2016-06-17 23:47:45,Street/Sidewalk,10011.0,NEW YORK,MANHATTAN,40.738230817222174,-73.9967595478406
11637,2016-01-30 18:17:58,2016-01-30 21:08:42,Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.71450142127454,-73.96128713500472
112074,2016-07-04 21:08:12,2016-07-05 00:04:54,Street/Sidewalk,11416.0,OZONE PARK,QUEENS,40.686932998131965,-73.84229903929199
221512,2016-12-24 22:13:59,2016-12-24 23:52:15,Residential Building/House,10472.0,BRONX,BRONX,40.8245945314593,-73.8772991398564
145986,2016-08-24 17:24:04,2016-08-24 18:12:30,Residential Building/House,10468.0,BRONX,BRONX,40.8722303566294,-73.88958087735644
37704,2016-04-01 08:01:06,2016-04-01 13:03:11,Residential Building/House,10451.0,BRONX,BRONX,40.826104344727696,-73.92577224178703
127812,2016-07-27 00:50:57,2016-07-27 01:12:59,Residential Building/House,11106.0,ASTORIA,QUEENS,40.756399675668284,-73.92660430456263
211033,2016-12-03 00:19:21,2016-12-03 03:24:07,Residential Building/House,11368.0,CORONA,QUEENS,40.74329135597411,-73.8638906169477
123580,2016-07-21 00:45:52,2016-07-21 05:52:51,Residential Building/House,11211.0,BROOKLYN,BROOKLYN,40.71271433440863,-73.96055953059724
48544,2016-04-21 22:12:11,2016-04-21 22:51:24,Residential Building/House,10032.0,NEW YORK,MANHATTAN,40.83545242035586,-73.93911117284296
90035,2016-06-12 10:28:38,2016-06-12 14:41:51,Residential Building/House,10455.0,BRONX,BRONX,40.81469200363604,-73.91419552942351
212879,2016-12-05 16:23:10,2016-12-05 20:07:38,Store/Commercial,11385.0,RIDGEWOOD,QUEENS,40.700329973793366,-73.90442852970237
224688,2016-12-30 23:27:18,2016-12-30 23:59:19,Residential Building/House,10451.0,BRONX,BRONX,40.82428450381568,-73.91380016204445
72530,2016-05-24 01:22:37,2016-05-24 21:14:10,Club/Bar/Restaurant,10472.0,BRONX,BRONX,40.82835953841502,-73.88184148340036
23108,2016-02-28 04:17:13,2016-02-28 07:17:44,Street/Sidewalk,10037.0,NEW YORK,MANHATTAN,40.80987860650001,-73.93673231835619
26182,2016-03-07 09:37:16,2016-03-07 10:28:43,Residential Building/House,11212.0,BROOKLYN,BROOKLYN,40.66889978915303,-73.90468624692804
149791,2016-08-28 16:42:49,2016-08-28 20:18:01,Street/Sidewalk,11421.0,WOODHAVEN,QUEENS,40.69625147862661,-73.85921196893416
25315,2016-03-05 23:38:21,2016-03-06 05:29:56,Residential Building/House,10304.0,STATEN ISLAND,STATEN ISLAND,40.61994787402175,-74.0790630903745
151746,2016-08-31 23:42:37,2016-09-01 01:01:14,Residential Building/House,11217.0,BROOKLYN,BROOKLYN,40.68039869425585,-73.97480191514879
198465,2016-11-05 23:36:20,2016-11-06 02:03:40,Residential Building/House,10468.0,BRONX,BRONX,40.87426138597488,-73.88670285877397
66470,2016-05-16 22:11:17,2016-05-16 23:18:45,Store/Commercial,10033.0,NEW YORK,MANHATTAN,40.84700715687885,-73.93819337596233
135157,2016-08-07 00:47:23,2016-08-07 02:30:31,Street/Sidewalk,11101.0,LONG ISLAND CITY,QUEENS,40.75680763396667,-73.94441326960383
65374,2016-05-15 01:20:44,2016-05-15 06:08:20,Residential Building/House,10456.0,BRONX,BRONX,40.82396818502056,-73.9026069627088
103326,2016-06-26 01:37:50,2016-06-26 10:35:30,Residential Building/House,10469.0,BRONX,BRONX,40.87562331014313,-73.85748702271822
52861,2016-04-27 14:52:18,2016-04-27 16:32:19,Street/Sidewalk,10040.0,NEW YORK,MANHATTAN,40.8600925886813,-73.93103409461263
6119,2016-01-14 15:30:52,2016-01-14 22:43:47,Residential Building/House,10027.0,NEW YORK,MANHATTAN,40.81183591406579,-73.95494113468926
126708,2016-07-24 15:46:40,2016-07-25 00:41:16,Store/Commercial,11377.0,WOODSIDE,QUEENS,40.73590026995765,-73.89600241979345
168565,2016-09-18 12:45:31,2016-09-18 23:56:40,Residential Building/House,11212.0,BROOKLYN,BROOKLYN,40.66319296324812,-73.9265518691398
37606,2016-04-01 00:37:47,2016-04-01 01:30:11,Club/Bar/Restaurant,10002.0,NEW YORK,MANHATTAN,40.713500060915926,-73.98882855589633
127012,2016-07-24 21:24:19,2016-07-25 00:56:39,Residential Building/House,10027.0,NEW YORK,MANHATTAN,40.807996713557,-73.94394426709293
199651,2016-11-08 00:56:10,2016-11-08 01:52:25,Residential Building/House,11435.0,JAMAICA,QUEENS,40.70328475513433,-73.80701630125462
119858,2016-07-16 15:15:05,2016-07-16 20:12:56,Park/Playground,10468.0,BRONX,BRONX,40.86276160055078,-73.90554721812346
61221,2016-05-09 20:30:14,2016-05-09 21:31:01,Store/Commercial,10002.0,NEW YORK,MANHATTAN,40.715723659910715,-73.99322187803406
188026,2016-10-17 03:41:31,2016-10-17 04:57:19,Residential Building/House,11220.0,BROOKLYN,BROOKLYN,40.639590813412696,-74.0303316295381
40502,2016-04-06 01:11:09,2016-04-07 16:41:37,Residential Building/House,11230.0,BROOKLYN,BROOKLYN,40.62883077015741,-73.96791879135583
104378,2016-06-26 22:03:05,2016-06-26 22:54:10,Street/Sidewalk,11207.0,BROOKLYN,BROOKLYN,40.66450318360158,-73.8870771650279
33062,2016-03-21 03:37:13,2016-03-21 04:36:07,Store/Commercial,11218.0,BROOKLYN,BROOKLYN,40.645102551930364,-73.97047304550979
180607,2016-10-06 22:58:52,2016-10-06 23:04:58,Store/Commercial,10002.0,NEW YORK,MANHATTAN,40.72176714065984,-73.98749234705484
223266,2016-12-27 17:11:39,2016-12-27 19:23:09,Residential Building/House,10460.0,BRONX,BRONX,40.8451618675538,-73.88375253078041
170778,2016-09-21 15:15:34,2016-09-21 16:26:12,Residential Building/House,11205.0,BROOKLYN,BROOKLYN,40.69486451742089,-73.9792140115764
213545,2016-12-07 23:11:45,2016-12-08 01:14:32,Store/Commercial,11206.0,BROOKLYN,BROOKLYN,40.704048073176345,-73.93425038133091
76828,2016-05-29 00:11:00,2016-05-29 02:23:48,Street/Sidewalk,10027.0,NEW YORK,MANHATTAN,40.817343949772905,-73.9533838963539
103810,2016-06-26 13:27:58,2016-06-26 14:05:06,Street/Sidewalk,10027.0,NEW YORK,MANHATTAN,40.80684391338799,-73.94986931454459
27635,2016-03-11 01:59:47,2016-03-11 16:01:50,Residential Building/House,11224.0,BROOKLYN,BROOKLYN,40.57501757130522,-73.98989203206916
182683,2016-10-09 00:28:22,2016-10-09 05:10:45,Residential Building/House,10032.0,NEW YORK,MANHATTAN,40.84380054911552,-73.936736198715
165115,2016-09-16 06:58:07,2016-09-17 16:22:13,Street/Sidewalk,10040.0,NEW YORK,MANHATTAN,40.85773727998039,-73.93515402917944
102071,2016-06-25 22:01:35,2016-06-25 22:34:40,Street/Sidewalk,10035.0,NEW YORK,MANHATTAN,40.799818382784096,-73.94037180007982
1685,2016-01-01 23:17:05,2016-01-02 09:42:55,Residential Building/House,11226.0,BROOKLYN,BROOKLYN,40.64986020206122,-73.96412475037981
93175,2016-06-17 22:37:58,2016-06-18 00:19:39,Residential Building/House,10002.0,NEW YORK,MANHATTAN,40.71552882495008,-73.99399746568434
65679,2016-05-15 05:03:45,2016-05-15 08:05:23,Residential Building/House,11237.0,BROOKLYN,BROOKLYN,40.70108512601837,-73.91538403248539
73406,2016-05-25 22:13:36,2016-05-25 23:17:38,Club/Bar/Restaurant,10012.0,NEW YORK,MANHATTAN,40.72639244431637,-73.99179568017881
168235,2016-09-18 02:20:05,2016-09-18 04:15:28,Residential Building/House,11428.0,QUEENS VILLAGE,QUEENS,40.71691645503309,-73.75304291103491
101792,2016-06-25 20:56:11,2016-06-26 02:56:07,Club/Bar/Restaurant,11222.0,BROOKLYN,BROOKLYN,40.736775713716604,-73.95532747953466
100703,2016-06-24 23:33:18,2016-06-25 03:14:21,Street/Sidewalk,10457.0,BRONX,BRONX,40.84484016758928,-73.89162505444783
179509,2016-10-03 21:49:28,2016-10-03 23:36:03,Street/Sidewalk,11225.0,BROOKLYN,BROOKLYN,40.65976291489314,-73.96268131825683
119762,2016-07-16 09:21:46,2016-07-16 15:27:35,Street/Sidewalk,11238.0,BROOKLYN,BROOKLYN,40.68553146443576,-73.95655168082601
100775,2016-06-24 23:49:48,2016-06-25 08:05:46,Street/Sidewalk,10128.0,NEW YORK,MANHATTAN,40.78050442465042,-73.95390797934806
86383,2016-06-09 22:38:04,2016-06-09 22:41:35,Store/Commercial,11221.0,BROOKLYN,BROOKLYN,40.68970483200626,-73.91852118096371
89526,2016-06-12 00:57:50,2016-06-12 03:05:09,Store/Commercial,11358.0,FLUSHING,QUEENS,40.753513815800986,-73.7942741236497
46515,2016-04-17 14:29:27,2016-04-17 15:07:23,Residential Building/House,10472.0,BRONX,BRONX,40.83045018662338,-73.86602136528577
127151,2016-07-24 22:43:43,2016-07-24 22:53:59,Street/Sidewalk,11234.0,BROOKLYN,BROOKLYN,40.61781584837917,-73.92192998852776
219723,2016-12-20 00:29:18,2016-12-20 02:58:13,Club/Bar/Restaurant,10031.0,NEW YORK,MANHATTAN,40.824600320883576,-73.95177093639812
198447,2016-11-05 23:31:16,2016-11-05 23:58:18,Residential Building/House,11211.0,BROOKLYN,BROOKLYN,40.709085598477394,-73.96009638187631
108889,2016-07-03 01:34:07,2016-07-03 03:52:38,Residential Building/House,11207.0,BROOKLYN,BROOKLYN,40.67538990561003,-73.89381833932589
120715,2016-07-16 23:40:35,2016-07-17 02:34:39,Street/Sidewalk,10029.0,NEW YORK,MANHATTAN,40.796620057618014,-73.93900222373162
165358,2016-09-16 21:23:49,2016-09-16 22:48:10,Residential Building/House,10474.0,BRONX,BRONX,40.81951464905844,-73.88589644618355
61944,2016-05-11 19:30:06,2016-05-11 22:38:08,Street/Sidewalk,11433.0,JAMAICA,QUEENS,40.69961973694589,-73.79239197331712
182693,2016-10-09 00:31:41,2016-10-09 02:44:33,Residential Building/House,11385.0,RIDGEWOOD,QUEENS,40.70357238184474,-73.90215890668613
36362,2016-03-27 17:08:33,2016-03-27 22:05:16,Street/Sidewalk,10005.0,NEW YORK,MANHATTAN,40.70584239953142,-74.00851557947222
102826,2016-06-26 00:02:17,2016-06-26 08:33:16,Residential Building/House,11385.0,RIDGEWOOD,QUEENS,40.703028816563744,-73.88429612277261
80837,2016-06-01 22:42:14,2016-06-02 09:30:47,Store/Commercial,10019.0,NEW YORK,MANHATTAN,40.76100177938888,-73.97720078719391
155422,2016-09-04 01:37:13,2016-09-04 06:02:28,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.69068003768393,-73.91216270013506
