Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard
1993,Qtr 2,April,1,Tennesee,Fairchild,Fairchild SA227 TTN500AK,Blountville Tennesee,Private,0,4,4
1993,Qtr 2,April,2,Venezuela,McDonnell Douglas,McDonnell Douglas DC 9,Off Margarita Island Venezuela,Venezolana Aeropostal Linea,0,11,11
1993,Qtr 2,April,6,Alaska,McDonnell Douglas,McDonnell Douglas MD 11B,950 nm S of  Shemya Alaska,Airlines Eastern China,0,2,264
1993,Qtr 2,April,19,Iowa,Mitsubishi,Mitsubishi MU 2B,Zwingle Iowa,Private,0,8,8
1993,Qtr 2,April,23,Mongolia,Antonov,Antonov AN 26BBHMAY,Zavnah Mongolia,Airlines Mongolian - MIAT,0,32,40
1993,Qtr 2,April,26,India,Boeing,Boeing B 737,Aurangabad India,Airlines Indian,0,55,118
1993,Qtr 2,April,27,Afghanistan,Antonov,Antonov AN 32?,Near Kholm Afghanistan,Force Air Republican Afghan - Military,0,76,76
1993,Qtr 2,April,27,Gambia,de Havilland  Canada,de Havilland  Canada  DHC 5D BuffaloAF,Off  Libreville Gambia,Force Air Zambian - Military,0,30,30
1993,Qtr 2,May,11,Fiji,Britten,Britten  Norman BN,Suva Fiji,Air Fiji,0,2,2
1993,Qtr 2,May,15,Mexico,Douglas,Douglas DC 6BFXA,Near Cancun Mexico,Caribe del Carga,0,3,5
1993,Qtr 2,May,19,Colombia,Boeing,Boeing B 727,Near Medellin Colombia,Colombia SAM,0,132,132
1993,Qtr 2,June,6,Colombia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300HK,El Yopal Colombia,Aerotaca,0,2,2
1993,Qtr 2,June,9,Papua,Britten,Britten  Norman  BN,Gulgubip Papua,Air GuineaSouthwest New,0,9,11
1993,Qtr 2,June,16,Indonesia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300PK,Nabire Indonesia,Airlines Nasantara Merpati,0,1,3
1993,Qtr 2,June,17,Georgia,Antonov,Antonov AN 26RA,Near Tbilisi Georgia,Airlines Tajikistan,0,41,41
1993,Qtr 3,July,1,Irian,Fokker,Fokker F 28 Fellowship 3000PK,Sorong Irian,Indonesia          Jaya Merpati Nusantara Airlines,0,41,43
1993,Qtr 3,July,6,Georgia,Mil,Mil Mi 8?,Near Ochamchire Georgia,Force Air Georgian - Military,0,23,23
1993,Qtr 3,July,12,Alabama,"Helicopter, Hughes","Helicopter, Hughes 369HSN9116F",Talladega Alabama,Private,0,1,2
1993,Qtr 3,July,23,China,British Aerospace,British Aerospace 146 300B,Yinchuan China,Airlines Northwest China,0,55,113
1993,Qtr 3,July,26,South,Boeing,Boeing B 737,Haenam South,Airlines KoreaAsiana,0,68,110
1993,Qtr 3,July,30,Malaysia,Shorts,Shorts SC 7 Skyvan 3,Serawak Malaysia,Airways Hornbill,0,1,17
1993,Qtr 3,July,31,Nepal,Dornier,Dornier Do 228,Devghat Nepal,Air Everest,0,19,19
1993,Qtr 3,August,18,Guantanamo,McDonnell Douglas,McDonnell Douglas DC 8,Leeward Point Airfield Guantanamo,Cuba          Bay American International Airways,0,0,3
1993,Qtr 3,August,26,Russia,Let,Let 410UVP ERA,Near Aldan Russia,Airlines Sakha,0,24,24
1993,Qtr 3,August,28,Tajikistan,Yakovlev,Yakovlev YAK 40CCCP,Khorag Tajikistan,Airlines Tajikistan,0,82,86
1993,Qtr 3,September,14,Poland,Airbus,Airbus A320 211D,Warsaw Poland,Lufthansa,0,2,70
1993,Qtr 3,September,21,Georgia,Tupolev,Tupolev TU 134ACCCP,Sukhumi Georgia,Airlines Georgia Transair,0,27,27
1993,Qtr 3,September,22,Georgia,Tupolev,Tupolev TU 154BCCCP,Sukhumi Georgia,Airlines Georgia Transair,0,108,132
1993,Qtr 4,October,4,Georgia,Mil,Mil Mi 8 (helicopter)?,Near Svanetia Georgia,Force Air Georgian - Military,0,60,60
1993,Qtr 4,October,25,New,GAF Nomad,GAF Nomad N 22ZK,Franz Josef Glacier New,Air ZealandHibiscus,0,9,9
1993,Qtr 4,October,26,China,McDonnell Douglas,McDonnell Douglas MD 82B,Fuzhou China,Airlines Eastern China,0,2,80
1993,Qtr 4,October,27,Norway,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300LN,Near Namsos Norway,Flyveselksap Wideroe's,0,7,20
1993,Qtr 4,November,10,Canada,Hawker Siddeley,Hawker Siddeley HS 748,Sandy Lake Canada,Manitoba Air,0,7,7
1993,Qtr 4,November,13,China,McDonnell Douglas,McDonnell Douglas MD 82B,Urumqi China,Airlines Northern China,0,12,102
1993,Qtr 4,November,15,Iran,Antonov,Antonov AN 124RA,Near Kerman Iran,Avialinii Magistralnye,0,17,17
1993,Qtr 4,November,20,Macedonia,Yakovlev,Yakovlev YAK 42DRA,Near Ohrid Macedonia,(Macedonia) Aviaimpex,0,116,116
1993,Qtr 4,December,1,Minnesota,British Aerospace Jetstream,British Aerospace Jetstream BA 3100N334PX,Hibbing Minnesota,Airlink Northwest - Airlines Express,0,18,18
1993,Qtr 4,December,3,NWT,Britten Norman,Britten Norman BN 2A Trislander7C,Tuktoyaktuk NWT,Canada Arctic Wings & Rotors,0,7,7
1993,Qtr 4,December,9,Senegal,DHC,DHC  6 Twin Otter 300 / NAMC YS,Off Dakar Senegal,Airways Gambia / Senegal Air,0,3,3
1993,Qtr 4,December,13,Laos,Yunshuji,Yunshuji Y 12,Phonesavanh Laos,Aviation Lao,0,18,18
1993,Qtr 4,December,15,Philippines,Lockheed,Lockheed C 130H4761,Near Naga Philippines,Force Air Philippine - Military,0,29,29
1993,Qtr 4,December,26,Armenia,Antonov,Antonov AN 26RA,Gyumri Armenia,Airlines Kuban,0,36,36
1994,Qtr 1,January,3,Siberia,Tupolev,Tupolev TU 154MRA,Near Mamony Siberia,Russia Baikal Air,1,124,124
1994,Qtr 1,January,7,Ohio,British Aerospace Jetstream,British Aerospace Jetstream 4101N304UE,Columbus Ohio,Express) (United Airlines Coast Atlantic,0,5,8
1994,Qtr 1,February,24,Russia,Antonov,Antonov AN 12VRA,Nalchik Russia,Transport Air Western North,0,13,13
1994,Qtr 1,February,25,England,Vickers 813,Vickers 813 ViscountG OHOT,East Midlands England,Airways World British,0,1,2
1994,Qtr 1,February,25,Peru,Yakovlev,Yakovlev YAK 40OB,Near Carpish Peru,Aéreo Expresso,0,31,31
1994,Qtr 1,March,2,New,McDonnell Douglas,McDonnell Douglas MD 82N18835,New York New,Airlines YorkContinental,0,0,116
1994,Qtr 1,March,8,India,Boeing,Boeing 737 2R4CVT,New Delhi India,Sahara,0,4,4
1994,Qtr 1,March,14,Kenya,Lockheed,Lockheed C 130H Hercules69,Off Malindi Kenya,Force Air U.S. - Military,0,8,8
1994,Qtr 1,March,17,N/A,Lockheed Hercules,Lockheed Hercules C 1305,Near NagMilitary - Iranian Air Force,N/A,0,32,32
1994,Qtr 1,March,18,Florida,Grumman,Grumman G 73T Turbo MallardN150FB,Key West Florida,Airlines International Chalk's,0,2,2
1994,Qtr 1,March,18,Washington,Douglas,Douglas DC 3CN3433Y,Spokane Washington,Salair,0,2,2
1994,Qtr 1,March,21,Australia,Britten,Britten  Norman BN,Weipa Australia,Services Air Aurukun,0,6,6
1994,Qtr 1,March,23,Russia,Airbus,Airbus A310 304F,Near Mezhdurechensk Russia,Airways International Russian Aeroflot,0,75,75
1994,Qtr 2,April,3,Nevada,Bell,Bell 206B3N27736,Lamoille Nevada,Inc. Services Aero El - Taxi Air,0,5,5
1994,Qtr 2,April,4,Netherlands,Saab,Saab 340BPH KSH,Amsterdam Netherlands,Cityhopper KLM,0,3,24
1994,Qtr 2,April,6,Ecuador,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300FAE450,Ambato Ecuador,TAME,0,17,17
1994,Qtr 2,April,6,Rwanda,Dassault Falcon,Dassault Falcon 509XR NN,Kigali Rwanda,Government Rwanda,0,12,12
1994,Qtr 2,April,14,N/A,Sikorsky,Sikorsky UH 60 / Sikorsky UH,Northern IraqMilitary - U.S. Army / Military U.S. Army,N/A,0,26,26
1994,Qtr 2,April,25,Indonesia,Britten Norman,Britten Norman BN 2A,Nanga Pinoh Indonesia,Services Air Dirgantara,0,11,11
1994,Qtr 2,April,26,Aichi,Airbus,Airbus A300B4 622RB,Near Komaki Aichi,Japan China Airlines (Taiwan),0,264,271
1994,Qtr 2,May,7,Brazil,Embraer 110,Embraer 110 BandeirantePT GJW,Sao Gabriel Brazil,Aero Taxi Rico,0,8,16
1994,Qtr 2,May,23,Colombia,Pilatus,Pilatus Britten Norman BN,Loma Linda Colombia,Arall,0,4,11
1994,Qtr 2,May,28,Colombia,Douglas,Douglas DC 3 (C,Near Villavicencio Colombia,Colombia Transoriente,0,7,29
1994,Qtr 2,June,2,Scotland,Boeing Vertol Chinook,Boeing Vertol Chinook HC 2 (helicopter)ZD576,Near Campbeltown Scotland,Force Air Royal - Military,0,29,29
1994,Qtr 2,June,6,China,Tupolev,Tupolev TU 154MB,Near Xi'an China,Airlines Northwest China,0,160,160
1994,Qtr 2,June,13,Mexico,Swearingen SA.226TC Metro,Swearingen SA.226TC Metro IIXA SLU,Near Uruapan Mexico,Cuahonte Aerolineas,0,9,9
1994,Qtr 2,June,18,Indonesia,Fokker,Fokker F 27 Friendship 500FPK,Mt.  Kalora Indonesia,Airlines Nusantara Merpati,0,12,12
1994,Qtr 2,June,18,Virginia,Learjet,Learjet 25DXA BBA,Chantilly Virginia,TAESA,0,12,12
1994,Qtr 2,June,26,Ivory,Fokker,Fokker F 27 Friendship 400MTU,Abidjan Ivory,Ivorie CoastAir,0,17,17
1994,Qtr 2,June,29,Afghanistan,Antonov,Antonov AN 32?,Near Logar Afghanistan,Militia Dostum-Galboddin - Military,0,50,70
1994,Qtr 2,June,30,France,Airbus,Airbus A330 321F,Toulouse-Blagnac France,Industrie Airbus,0,7,7
1994,Qtr 3,July,1,Mauritania,Fokker,Fokker F 28 Fellowship 40005T,Near Tidjika Mauritania,Mauritanie Air,0,80,93
1994,Qtr 3,July,2,North,McDonnell Douglas,McDonnell Douglas DC 9,Charlotte North,CarolinaUSAir,0,37,57
1994,Qtr 3,July,14,Hawaii,Aerospatiale,Aerospatiale AS350DN151BH,Hanalei Hawaii,Ltd. Helicopters Papillion - Taxi Air,0,3,7
1994,Qtr 3,July,17,Democratic,Yakovlev,Yakovlev 40DRA 87256,Boma Democratic,Service Air CongoSankuru Republic,0,5,9
1994,Qtr 3,July,17,Martinique,Britten,Britten  Norman BN,Near Fort de France Martinique,Martinique Air,0,6,6
1994,Qtr 3,July,19,Panama,Embraer 110P1,Embraer 110P1 BandeiranteHP 1202AC,Colon Panama,Chiricanas Alas,0,21,21
1994,Qtr 3,July,26,Indonesia,Sikorsky,Sikorsky S 58ETPK,East Kalimantan Indonesia,Services Airfast,0,18,18
1994,Qtr 3,August,5,Russia,Antonov,Antonov AN 12?,Near Boda Russia,Force Air Russian - Military,0,47,47
1994,Qtr 3,August,7,Alaska,De Havilland,de Havilland DHC 2N126UA,Kodiak Alaska,Inc. Services Air Uyak - Taxi Air,0,6,7
1994,Qtr 3,August,10,South,Airbus,Airbus A300B4 622RHL,Cheju South,Airlines KoreaKorean,0,0,160
1994,Qtr 3,August,11,Alaska,De Havilland,de Havilland DHC 2N17394,Alsworth Alaska,Inc. Services Air Talon - Taxi Air,0,3,3
1994,Qtr 3,August,12,New,Bell,Bell 206L 4N124NH,Whiting New,Helicopters National - Taxi JerseyAir,0,3,3
1994,Qtr 3,August,21,Morocco,Aerospatiale,Aerospatiale ATR 42,Near Agadir Morocco,Maroc Air Royal,0,44,44
1994,Qtr 3,September,8,Pennsylvania,Boeing,Boeing B 737,Near Aliquippa Pennsylvania,USAir,0,132,132
1994,Qtr 3,September,13,Nigeria,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3005N,Near Abuja Nigeria,Charter - Aerocontroctors,0,3,5
1994,Qtr 3,September,17,Canada,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 100C,Fish Egg Inlet Canada,Airlines Coastal Pacific,0,3,4
1994,Qtr 3,September,18,Algeria,BAC,BAC One Eleven 515FB5N,Tamanrasset Algeria,Airlines Oriental,0,5,39
1994,Qtr 3,September,23,Hong,Lockheed,Lockheed L 100,Kowloon Bay Hong,Airlines Cargo KongHeavylift,0,6,12
1994,Qtr 3,September,26,Russia,Yakovlev,Yakovlev YAK 40RA,Near Vanavera Russia,Airlines Cheremshanka,0,28,28
1994,Qtr 3,September,28,Paraguay,Douglas,Douglas C 47DFAP2009,Bahia Negra Paraguay,Paraguay TAM,0,1,27
1994,Qtr 3,September,30,Russia,Antonov,Antonov AN 8RA,Chaibukha Russia,Association Production Aviation Arsenyev,0,8,20
1994,Qtr 4,October,8,Colombia,Antonov,Antonov AN 32BHK3929X,Mitu Colombia,SELVA,0,10,10
1994,Qtr 4,October,12,near,Fokker,Fokker F 28 Fellowship 1000EP,Krakas Mountains near,Iran          Natanz Iran Asseman Airlines,0,66,66
1994,Qtr 4,October,14,Brazil,Lockheed,Lockheed C 130EC,Near Formoso do Aragala Brazil,Force Air Brazilian - Military,0,21,21
1994,Qtr 4,October,26,Angola,Mil,Mil Mi 8MTV (helicopter)H534,Near Cuito Angola,Force Air Angolan - Military,0,22,22
1994,Qtr 4,October,29,Russia,Antonov,Antonov AN 12ARA,Near Ust'-Ilimsk Russia,Aeronica,0,23,23
1994,Qtr 4,October,29,Russia,Antonov,Antonov AN 2RA,Batagaj Russia,Yakutavia,0,7,19
1994,Qtr 4,October,31,Indiana,ATR,ATR  72,Roselawn Indiana,Eagle American,0,68,68
1994,Qtr 4,November,1,Mexico,Bell,Bell 212XA SVS,Off Cozumel Mexico,Pegaso Aereos Transportes,0,14,14
1994,Qtr 4,November,4,Indonesia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 100PK,Near Nabire Indonesia,Service Air Trigana,0,4,4
1994,Qtr 4,November,5,Peru,Yakovlev,Yakovlev YAK 40OB,Saposa Peru,Amazonica SA,0,6,30
1994,Qtr 4,November,16,California,Beechcraft,Beechcraft C99N63995,Avenal California,Ameriflight,0,1,1
1994,Qtr 4,November,22,Missouri,McDonnell Douglas,McDonnell Douglas DC 9,Bridgeton Missouri,Private / Airlines World Trans,0,2,142
1994,Qtr 4,November,22,N/A,Britten Norman,Britten Norman BN 2A TrislanderP2,Papua New GuineaSouthwest Air,N/A,0,7,7
1994,Qtr 4,November,25,Angola,Mil,Mil Mi 17 (helicopter)H584,Near Cuito Angola,Force Air Angolan - Military,0,22,22
1994,Qtr 4,December,10,N/A,Boeing,Boeing B 747,Pacific OceanPhilippine Air Lines,N/A,0,1,293
1994,Qtr 4,December,13,North,British Aerospace Jetstream,British Aerospace Jetstream 3201N918AE,Morrisville North,Eagle CarolinaAmerican,0,15,20
1994,Qtr 4,December,15,Angola,Douglas,Douglas DC 3N96BF,Lobito Angola,Services Aviation SL,0,2,2
1994,Qtr 4,December,17,New,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 200P2,Papua New,Fellowship Aviation GuineaMissionary,0,28,28
1994,Qtr 4,December,17,Venezuela,Douglas,Douglas C 47A,Cerro Aicha Venezuela,Servivensa,0,7,9
1994,Qtr 4,December,21,England,Boeing,Boeing 737 2D6C7T,Coventry England,Aviation Phoenix,0,5,5
1994,Qtr 4,December,26,Algeria,Airbus,Airbus A300B2 1CF,Algiers Airport Algeria,France Air,3,3,239
1994,Qtr 4,December,29,Turkey,Boeing,Boeing B 737,Near Van Turkey,(THY) Airlines Turkish,0,57,76
1995,Qtr 1,January,5,Iran,Lockheed 1329 Jetstar,Lockheed 1329 Jetstar 81003,Isfahan Iran,Force Air Iranian - Military,0,12,12
1995,Qtr 1,January,10,Inodnesia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300PK,Off Flores Island Inodnesia,Airlines Nusantara Merpati,0,14,14
1995,Qtr 1,January,11,Colombia,McDonnell Douglas,McDonnell Douglas DC 9,Cartagena Colombia,Aviacion de Intercontinental,0,51,52
1995,Qtr 1,January,14,California,Bell,Bell 206BN2209P,Los Angeles California,Ltd. Aviation Air Wolfe - Taxi Air,0,2,4
1995,Qtr 1,January,17,Nepal,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3009N,Kathmandu Nepal,Airlines Nepal Royal,0,2,24
1995,Qtr 1,January,20,France,Dassault Falcon,Dassault Falcon 20EF GHLN,Le Bourget France,Charter - Leadair,0,10,10
1995,Qtr 1,January,20,Russia,Let,Let 410UVPRA 67120,Near Krasnoyarsk Russia,Airlines Abakan,0,3,19
1995,Qtr 1,February,16,Missouri,McDonnell Douglas,McDonnell Douglas DC 8,Kansas City Missouri,ATI,0,3,3
1995,Qtr 1,March,16,Russia,Antonov,Antonov 26BRA 26084,Ossora Russia,Aeroflot,0,9,10
1995,Qtr 1,March,31,Romania,Airbus,Airbus A310 324YR,Near Balotesti Romania,Romane) Aeriene (Transporturile Tarom,0,60,60
1995,Qtr 2,April,23,Nigeria,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3005N,Lagos Nigeria,Helicopters Bristow,0,1,9
1995,Qtr 2,April,29,Sri,Hawker Siddeley,Hawker Siddeley HS 748,Near Palaly AFB Sri,Force Air Lanka Sri - LankaMilitary,0,52,52
1995,Qtr 2,May,1,Ontario,Swear.,Swear. SA 227CC Metro 23/Piper NavajoC,Sioux Falls Ontario,Canada Bearskin Airlines / Air Sandy,0,8,8
1995,Qtr 2,May,3,Ecuador,Grumman Gulfstream,Grumman Gulfstream IIN409MA,Quito Ecuador,Jet American,0,7,7
1995,Qtr 2,May,9,Colombia,Curtiss,Curtiss C 46FHK,Cerro San Jeronimo Colombia,Colombia ADES,0,9,9
1995,Qtr 2,May,13,Idaho,Lockheed,Lockheed C 130E Hercules62,Near Boise Idaho,Force Air U.S. - Military,0,6,6
1995,Qtr 2,May,24,England,Embraer 110 P1,Embraer 110 P1 BandeiranteG OEAA,Near Leeds England,Air Knight,0,12,12
1995,Qtr 2,May,25,Colombia,Douglas,Douglas DC 3CHK,Miraflores Colombia,LACOL,0,2,11
1995,Qtr 2,May,29,Senegal,Piper,Piper PA 31,Off Mbour Senegal,Senegalair,0,6,10
1995,Qtr 2,June,9,New,de Havilland Canada,de Havilland Canada DHC 8,Near Palmerston North New,Zealand New ZealandAnsett,0,5,21
1995,Qtr 2,June,16,Russia,Antonov,Antonov 2RCCCP 68142,Volgograd Russia,Air Volga,0,12,12
1995,Qtr 2,June,16,Russia,Antonov,Antonov AN 2RA,Herputchi Russia,Aeroflot,0,13,14
1995,Qtr 2,June,17,Angola,CASA,CASA 212 200 AviocarT401,Near Cuvela Angola,Force Air Angolan - Military,0,48,48
1995,Qtr 2,June,24,Nigeria,Tupolev,Tupolev TU 134ARA,Lagos Nigeria,Services Air Harka,0,16,80
1995,Qtr 2,June,27,Dominican,Convair,Convair CV 440N356SA,La Romana Dominican,RepublicSalair,0,2,2
1995,Qtr 3,July,1,Papua,de Havilland Canada,de Havilland Canada C 7A CaribouP2,Kiunga Papua,Aviation GuineaGaramut New,0,3,3
1995,Qtr 3,July,12,Papua,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300P2,Gumey Papua,Air Bay GuineaMilne New,0,15,15
1995,Qtr 3,July,17,"",de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300PK,Bintuni,Airlines Nusantara IndonesiaMerpati,0,1,18
1995,Qtr 3,July,18,Madagascar,Douglas,Douglas C 47A5R,Near Antananivo Madagascar,Force Air Madagascar - Military,0,34,34
1995,Qtr 3,July,25,Papua,Britten,Britten  Norman BN,Near Karamui Papua,Airways GuineaTransniugini New,0,2,2
1995,Qtr 3,August,2,South,Antonov,Antonov An 2RRA,Johannesburg South,Air AfricaAero,0,3,3
1995,Qtr 3,August,9,Indonesia,Hawker Siddeley,Hawker Siddeley HS 748 2APK,Near Kaimana Indonesia,Airlines Indonesia Bourag,0,10,10
1995,Qtr 3,August,9,San,Boeing,Boeing B 737,Mt. Chichontepec San,El Salvador          Vincente Aviateca,0,65,65
1995,Qtr 3,August,14,Colombia,Embraer 110P1,Embraer 110P1 BandeiranteHK 2594,Nevada del Huila Colombia,Colombia AIRES,0,10,10
1995,Qtr 3,August,21,Georgia,Embraer,Embraer 120 RT BrasiliaN256AS,Near Carrollton Georgia,Airlines Southeast Atlantic,0,10,29
1995,Qtr 3,September,1,Alaska,Shorts,Shorts SC 7 SkyvanN30GA,Near Farewell Alaska,Cargo Air Star North,0,1,1
1995,Qtr 3,September,2,Arizona,Cessna 421C Golden,Cessna 421C Golden EagleN6234G,Beaver Dam Arizona,Airlines Adventure,0,8,8
1995,Qtr 3,September,2,Ontario,British Aerospace Nimrod,British Aerospace Nimrod MR 2PXV239,Toronto Ontario,Canada Military - Royal Air Force,0,7,7
1995,Qtr 3,September,9,Colombia,CASA 212 Aviocar,CASA 212 Aviocar 200FAC1152,Near La Macarena Colombia,SAETA,0,21,22
1995,Qtr 3,September,11,Afghanistan,Antonov,Antonov AN 26BYA,Jalalabad Afghanistan,Airlines Afghan Ariana,0,3,51
1995,Qtr 3,September,12,Sri,Antonov,Antonov AN 32CR861,Off Colombo Sri,Force Air Lanka Sri - LankaMilitary,0,81,81
1995,Qtr 3,September,15,"",Fokker,Fokker 509M MGH,Tawau,Airlines MalaysiaMalaysia,0,34,53
1995,Qtr 3,September,21,Mongolia,Antonov,Antonov AN 24RVBNMAU,Near Moron Mongolia,Airlines Mongolian - MIAT,0,42,43
1995,Qtr 3,September,22,Alaska,Boeing,Boeing B 707 (E,Anchorage Alaska,Force Air U.S. - Military,0,24,24
1995,Qtr 3,September,24,Russia,Mil,Mil Mi 8TRA,Sterligov Cape Russia,Company Flight Norilsk,0,15,15
1995,Qtr 3,September,27,British,De Havilland,De Havilland Dash 3C,Campbell River British,Canada          Columbia Western Straits Air,0,8,10
1995,Qtr 4,October,3,Indonesia,CASA,CASA 212PK ZAG,Gunung Antara Indonesia,Charter Air Raya Merauke Sabang,0,1,14
1995,Qtr 4,October,4,Kirghizia,Mil,Mil Mi 8MTV,Barskoon Kirghizia,Zaoldoru Aba Kirghizia,0,15,15
1995,Qtr 4,November,9,Argentina,Fokker,Fokker F 27 Friendship 500TC,Near Luyaba Argentina,Force Air Argentine - Military,0,53,53
1995,Qtr 4,November,12,Connecticut,McDonnell Douglas,McDonnell Douglas MD 83N566AA,East Granby Connecticut,Airlines American,0,0,78
1995,Qtr 4,November,13,Nigeria,Boeing,Boeing B 737,Kaduna Nigeria,Airways Nigeria,0,9,137
1995,Qtr 4,November,22,Sri,Antonov,Antonov AN 32CR862,Off Jaffna Peninsula  Sri,Force Air Lanka Sri - LankaMilitary,0,63,63
1995,Qtr 4,November,29,Malaysia,Bell 412,Bell 412 (helicopter)9M AYW,Off Labuan Malaysia,Air Sabah,0,10,10
1995,Qtr 4,November,30,Azerbaijan,Boeing,Boeing 707 323C4K,Baku Azerbaijan,Airlines Azerbaijan,0,2,6
1995,Qtr 4,December,3,Cameroon,Boeing,Boeing B 737,Near Douala Cameroon,Airlines Cameroon,0,72,78
1995,Qtr 4,December,5,Azerbaijan,Tupolev,Tupolev TU 134B,Near Nakhichevan Azerbaijan,Russia Azerbaijani Airlines,0,54,82
1995,Qtr 4,December,7,Russia,Tupolev,Tupolev TU 154BRA,Near Grossevichi Russia,Aviation East Far,0,98,98
1995,Qtr 4,December,13,Italy,Antonov,Antonov AN 24BYR,Verona  - Villafranca Italy,Air Banat Romanian,0,49,49
1995,Qtr 4,December,18,Angola,Lockheed,Lockheed L 188C Electra9Q,Cahungula Angola,Airlift Service Trans,0,141,144
1995,Qtr 4,December,20,Valle,Boeing,Boeing B 757,Near Buga Valle,Colombia         Cauca del American Airlines,0,160,164
1995,Qtr 4,December,22,Papua,Britten Norman,Britten Norman BN 2A,Bagasin Papua,Airways GuineaIsland New,0,2,12
1996,Qtr 1,January,8,Barbados,Britten,Britten  Norman BN,Off Bridgetown Barbados,Airways Mustique,0,1,10
1996,Qtr 1,January,8,Zaire,Antonov,Antonov AN 32BRA,Kinshasa Zaire,Air African,225,2,6
1996,Qtr 1,January,18,Nigeria,British Aerospace,British Aerospace BAe 125,Near Kano Nigeria,Force Air Nigerian - Military,0,14,14
1996,Qtr 1,January,22,Sri,Mil,Mil Mi 17 (helicopter)CH,Off Point Pedro Sri,Force Air Lanka Sri - LankaMilitary,0,39,39
1996,Qtr 1,February,4,Paraguay,McDonnell Douglas,McDonnell Douglas DC 8,Asuncion Paraguay,Caribe del Aereas Lineas,24,4,4
1996,Qtr 1,February,5,Arizona,ConvairCV,ConvairCV  440N131T,St. Johns Arizona,Connection Air Business,0,4,4
1996,Qtr 1,February,6,Domincan,Boeing,Boeing B 757,Off Puerto Plata Domincan,leased from Birgen Air         Nacionales RepublicAlas,0,189,189
1996,Qtr 1,February,11,Afghanistan,??,??,Near Kandahar Afghanistan,Militia Taliban - Military,0,20,20
1996,Qtr 1,February,12,Hati,GAF Nomad,GAF Nomad N 24AN224E,Port-au-Prince Hati,Express Hati,0,11,15
1996,Qtr 1,February,26,Sudan,Lockheed,Lockheed C 130H?,Near Jabal Awliya Sudan,Force Air Sudanese - Military,0,91,91
1996,Qtr 1,February,27,Angola,Antonov,Antonov 12BPER ACE,Near Lukapa Angola,Tropical Aero,0,8,8
1996,Qtr 1,February,29,Peru,Boeing,Boeing B 737,Arequipa Peru,(Peru) SA Faucett Aviacion de Compania,0,123,123
1996,Qtr 1,March,9,Peru,Mil,Mil Mi 17EP561,Near Mesones Muro Peru,Aviation Army Peruvian - Military,0,23,23
1996,Qtr 1,March,12,Turkmenistan,Mil,Mil Mi 8T (helicopter)EZ,Karabogazgol Bay Turkmenistan,Air Akhal,0,12,12
1996,Qtr 2,April,3,Croatia,Boeing,Boeing B 737,Near Dubrovnik Croatia,Force Air U.S. - Military,0,35,35
1996,Qtr 2,April,5,Russia,Ilyushin,Ilyushin IL 76TDRA,Near Petropavlovsk Russia,Avialinii Krasnoyarskie,0,20,20
1996,Qtr 2,April,5,Taiwan,Dornier,Dornier 228 212B,Off Matsu Island Taiwan,Airlines Formosa,0,6,17
1996,Qtr 2,April,11,Wyoming,Cessna,Cessna 177BN35207,Cheyenne Wyoming,Private,0,3,3
1996,Qtr 2,May,3,Sudan,Antonov,Antonov AN 24ST,Near Haj Yousif Sudan,Airlines Federal,0,53,53
1996,Qtr 2,May,9,British,de Havilland Canada,de Havilland Canada DHC 3 OtterC,Near Terrace British,Canada          Columbia Buffalo Narrows Airways,0,2,2
1996,Qtr 2,May,10,Mexico,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 200XA,Otaez Mexico,Durango de Empresariales Aeroservicios,0,16,19
1996,Qtr 2,May,11,Miami,McDonnell Douglas,McDonnell Douglas DC 9,Everglades Miami,Florida Valu,0,110,110
1996,Qtr 2,May,11,Papua,Britten Norman,Britten Norman BN 2A,Oumba Papua,Air Bay GuineaMilne New,0,1,10
1996,Qtr 2,May,19,United,Britten,Britten  Norman BN,Griesta United,KingdomLoganair,0,3,3
1996,Qtr 2,June,6,Democratic,Ilyushin,Ilyushin 76MDUR 76539,Kinshasa Democratic,CongoHoseba Republic,0,10,10
1996,Qtr 2,June,9,Iran,Boeing,Boeing 727 286EP,Rasht Iran,Air Iran,0,7,7
1996,Qtr 2,June,12,Queensland,Sikorsky,Sikorsky S 70 / Sikorsky S,Near Rollingstone Queensland,Aviation Army Australian - AustraliaMilitary,0,18,28
1996,Qtr 2,June,13,Japan,McDonnell Douglas,McDonnell Douglas DC 10,Fukuoka Japan,Airlines Indonesia Garuda,0,3,275
